ARS,자치구,정류장이름,거리_시청_km,거리_강남_km,거리_여의도_km,거리_도심최근접_km
20932,동작구,동작경희병원 [20932],7.963,8.097,2.349,2.349
20985,동작구,상도역 1번출구 [20985],7.564,7.056,2.975,2.975
21102,관악구,낙성대입구 [21102],9.93,6.21,5.899,5.899
21103,관악구,행운동주민센터 [21103],9.791,6.556,5.479,5.479
21104,관악구,서울대입구역5번출구 [21104],9.709,6.995,5.052,5.052
21107,관악구,KT&G관악지점 [21107],9.777,8.104,4.312,4.312
21108,관악구,신림사거리.신림역 [21108],10.145,8.932,4.208,4.208
21109,관악구,남부초등학교 [21109],10.451,9.451,4.286,4.286
21110,구로구,호림박물관 [21110],10.673,9.783,4.39,4.39
21111,구로구,난곡입구 [21111],10.837,10.023,4.478,4.478
21112,구로구,관악구보훈회관.신림푸르지오 [21112],11.125,10.43,4.657,4.657
21113,구로구,천주교성령봉사회관.등불교회 [21113],11.337,10.727,4.802,4.802
21114,구로구,KT구로지사 [21114],11.526,10.993,4.939,4.939
21116,관악구,남서울중학교.성보중고등학교 [21116],10.552,9.553,4.356,4.356
21117,관악구,신림사거리.신림역 [21117],10.17,8.92,4.246,4.246
21119,관악구,봉천역.관악초등학교 [21119],9.857,7.659,4.725,4.725
21121,관악구,봉천사거리 [21121],9.774,6.731,5.326,5.326
21124,관악구,인헌중고.서울미술고 [21124],10.128,5.922,6.345,5.922
21125,관악구,예술인마을.사당초등학교 [21125],10.054,5.332,6.716,5.332
21126,관악구,남서울농협남현동지점 [21126],10.0,5.042,6.879,5.042
21127,관악구,서울대학교 [21127],11.381,7.836,6.473,6.473
21130,관악구,관악구청 [21130],10.073,6.987,5.473,5.473
21132,관악구,봉원중학교.행운동우성아파트 [21132],9.257,6.488,4.96,4.96
21133,관악구,관악푸르지오아파트 [21133],8.911,6.23,4.825,4.825
21136,관악구,성현동동아아파트 [21136],8.843,6.254,4.74,4.74
21138,관악구,봉천사거리.봉천중앙시장 [21138],9.486,6.711,5.026,5.026
21142,관악구,신림중.삼성고.관악문화관도서관 [21142],11.07,7.954,5.995,5.995
21143,관악구,서울산업정보학교.삼성교 [21143],11.081,8.195,5.845,5.845
21145,관악구,영광메디컬센터 [21145],11.062,8.729,5.475,5.475
21149,관악구,패션문화의거리입구 [21149],9.907,8.747,4.034,4.034
21150,동작구,보라매공원.보라매병원 [21150],9.529,8.859,3.509,3.509
21152,관악구,패션문화의거리입구 [21152],9.872,8.787,3.966,3.966
21157,관악구,대학동고시촌입구 [21157],11.204,8.44,5.841,5.841
21159,관악구,관악산입구.관악문화관도서관 [21159],11.294,7.872,6.336,6.336
21161,관악구,사당역4번출구 [21161],10.097,4.778,7.193,4.778
21169,관악구,삼성산성지 [21169],12.679,9.657,7.03,7.03
21170,관악구,산장아파트 [21170],12.626,9.771,6.894,6.894
21172,금천구,산복터널.관악산휴먼시아2단지 [21172],12.94,10.286,7.031,7.031
21173,금천구,산복터널.관악산휴먼시아2단지 [21173],12.882,10.223,6.987,6.987
21174,금천구,삼성산주공아파트 [21174],12.59,9.928,6.76,6.76
21175,관악구,산장아파트 [21175],12.65,9.797,6.911,6.911
21177,관악구,신우초등학교 [21177],12.242,9.317,6.648,6.648
21181,관악구,쑥고개 [21181],10.304,7.99,5.022,5.022
21184,관악구,생모리츠타운 [21184],10.059,7.35,5.188,5.188
21187,관악구,영락고교.영락의료과학고 [21187],10.073,7.518,5.081,5.081
21190,관악구,은천교 [21190],9.641,8.2,4.085,4.085
21194,관악구,현대시장앞 [21194],9.234,7.138,4.423,4.423
21196,관악구,중앙동성당앞 [21196],9.182,6.574,4.816,4.816
21200,관악구,벽산.두산아파트.서울관광고등학교 [21200],9.282,7.373,4.291,4.291
21211,금천구,신림복지관앞 [21211],12.351,10.19,6.31,6.31
21219,금천구,신림청소년독서실.신림체육센터 [21219],11.069,10.154,4.705,4.705
21230,동작구,롯데관악점.건강보험관악지사 [21230],9.64,9.031,3.534,3.534
21236,관악구,봉현초등학교 [21236],8.634,6.414,4.414,4.414
21242,관악구,관악드림타운북문 [21242],8.642,6.788,4.11,4.11
21252,관악구,서울대입구역 [21252],9.838,6.896,5.272,5.272
21261,관악구,관악우체국(양지병원) [21261],9.879,8.458,4.19,4.19
21263,동작구,보라매삼성아파트.모자원고개 [21263],9.14,8.848,3.056,3.056
21264,구로구,조원동기점 [21264],11.164,10.832,4.558,4.558
21300,동작구,우방아파트 [21300],10.009,9.608,3.662,3.662
21350,관악구,신림사거리.신림역 [21350],10.124,8.895,4.205,4.205
21358,구로구,신사시장.선한이웃교회 [21358],10.696,10.129,4.257,4.257
21364,구로구,조원아파트 [21364],11.035,10.679,4.455,4.455
21368,관악구,봉천사거리.위버폴리스 [21368],9.53,6.744,5.048,5.048
21369,관악구,서원동승리교앞 [21369],10.327,8.808,4.508,4.508
21371,관악구,은천길입구 [21371],9.68,8.386,4.001,4.001
21376,관악구,서울대학교 [21376],11.248,7.657,6.426,6.426
21604,관악구,신림사거리.신원시장 [21604],10.21,8.989,4.254,4.254
21829,관악구,✈️ 신림역 [21829],9.921,8.479,4.226,4.226
21846,관악구,사당역4번출구B [21846],10.178,4.809,7.261,4.809
22101,서초구,지하철3호선교대역 [22101],8.883,1.365,8.591,1.365
22102,서초구,서울교대사거리 [22102],9.373,1.614,8.865,1.614
22107,서초구,서울교대정문앞 [22107],9.242,1.416,8.881,1.416
22110,서초구,서울시인재개발원입구 [22110],10.043,1.712,9.64,1.712
22112,서초구,서일초등학교 [22112],9.663,1.383,9.403,1.383
22115,서초구,롯데칠성 [22115],8.952,0.378,9.371,0.378
22116,서초구,서초포레스타2단지앞 [22116],14.43,5.659,14.281,5.659
22117,서초구,래미안에스티지에스 [22117],9.253,0.605,9.569,0.605
22118,서초구,래미안에스티지 [22118],9.174,0.551,9.503,0.551
22120,서초구,구립서초어린이도서관 [22120],9.345,0.598,9.766,0.598
22122,서초구,서초2동주민센터서이초등학교 [22122],9.309,0.724,9.528,0.724
22123,서초구,래미안리더스원아파트 [22123],9.526,0.854,9.749,0.854
22125,서초구,뱅뱅사거리 [22125],9.719,1.0,9.949,1.0
22126,서초구,뱅뱅사거리 [22126],9.76,1.03,9.998,1.03
22127,서초구,서초그랑자이아파트 [22127],9.686,1.109,9.718,1.109
22128,서초구,서초그랑자이아파트 [22128],9.724,1.15,9.735,1.15
22131,서초구,수협서초지점 [22131],9.28,0.512,9.775,0.512
22132,서초구,서초문화예술정보학교 [22132],9.927,1.166,10.205,1.166
22133,서초구,법조단지 [22133],8.368,1.299,8.306,1.299
22135,서초구,서초역.서울중앙지법등기국 [22135],8.543,1.866,7.977,1.866
22140,서초구,"서초동삼성아파트(서초역,서초중앙지법등기국 방면) [22140]",9.04,1.895,8.334,1.895
22141,서초구,서초유스센터.서초아트자이 [22141],9.435,2.045,8.6,2.045
22142,서초구,서초동삼성아파트 [22142],9.073,1.947,8.325,1.947
22143,서초구,서초3동주민센터 [22143],9.715,2.164,8.813,2.164
22146,서초구,서초중학교 [22146],9.584,2.314,8.549,2.314
22147,서초구,서초중학교앞 [22147],9.614,2.314,8.582,2.314
22148,서초구,서울고등학교 [22148],9.573,2.597,8.319,2.597
22151,서초구,서초동예술의전당 [22151],10.097,2.511,8.991,2.511
22161,서초구,지하철3호선교대역 [22161],8.938,1.417,8.598,1.417
22162,서초구,KCC사옥 [22162],7.966,0.862,8.705,0.862
22164,서초구,서초푸르지오써밋.롯데캐슬클래식 [22164],8.197,0.623,8.909,0.623
22165,서초구,진흥아파트 [22165],8.629,0.344,9.154,0.344
22168,서초구,서초동진흥아파트 [22168],8.704,0.45,9.114,0.45
22174,강남구,잠원한신아파트 [22174],6.222,2.581,7.572,2.581
22175,강남구,래미안신반포리오센트아파트 [22175],6.084,2.701,7.889,2.701
22176,강남구,신반포18차아파트 [22176],6.047,2.743,7.913,2.743
22182,강남구,신동중학교 [22182],6.442,2.342,7.839,2.342
22183,강남구,논현역7번출구 [22183],7.186,1.595,8.459,1.595
22185,강남구,신사역4번출구 [22185],6.777,2.038,8.418,2.038
22186,강남구,신사역5번출구 [22186],6.573,2.253,8.352,2.253
22191,강남구,논현역(new) [22191],7.452,1.342,8.712,1.342
22193,서초구,신논현역.구교보타워사거리 [22193],7.967,0.811,8.909,0.811
22195,서초구,사평역 [22195],7.527,1.44,8.107,1.44
22196,서초구,사평역 [22196],7.71,1.231,8.3,1.231
22197,서초구,디에이치반포클라스 [22197],8.012,1.351,8.142,1.351
22199,서초구,삼호가든사거리.반포도서관 [22199],7.661,1.513,7.971,1.513
22204,강남구,잠원한신아파트 [22204],6.183,2.621,7.548,2.621
22205,서초구,잠원성당.아크로리버뷰아파트 [22205],6.376,2.549,7.302,2.549
22206,서초구,잠원성당 [22206],6.409,2.512,7.333,2.512
22207,서초구,뉴코아아울렛 [22207],6.872,2.155,7.478,2.155
22208,서초구,신반포자이아파트 [22208],6.853,2.155,7.493,2.155
22212,서초구,서울지방조달청.서울성모병원 [22212],7.8,2.093,7.445,2.093
22213,서초구,센트럴시티 [22213],7.414,1.978,7.501,1.978
22218,서초구,반포미도아파트앞 [22218],7.773,1.475,8.003,1.475
22222,관악구,방배사이길 [22222],8.187,3.332,6.615,3.332
22223,관악구,방배동삼호아파트 [22223],7.811,3.475,6.291,3.475
22224,관악구,가야메디컬센터 [22224],8.176,3.366,6.58,3.366
22225,관악구,이수교 [22225],7.724,3.9,5.889,3.9
22228,서초구,방배동신동아아파트 [22228],9.572,2.868,8.109,2.868
22233,서초구,지하철2호선방배역 [22233],9.591,3.288,7.805,3.288
22234,관악구,서울교통공사 [22234],9.988,4.349,7.406,4.349
22241,관악구,사당역 [22241],9.714,4.532,6.969,4.532
22248,서초구,신동아아파트앞 [22248],9.596,2.802,8.185,2.802
22250,서초구,방배동대우효령아파트앞 [22250],9.683,3.554,7.696,3.554
22251,관악구,종로교회앞 [22251],9.854,4.077,7.471,4.077
22253,서초구,방배동래미안아트힐.국립국악원 [22253],10.187,2.946,8.743,2.946
22254,서초구,방배그랑자이아파트 [22254],10.372,3.484,8.534,3.484
22257,관악구,대항병원.연세사랑병원 [22257],10.113,4.346,7.547,4.346
22259,관악구,방배동래미안타워.동덕여중고 [22259],10.293,4.186,7.88,4.186
22260,서초구,성뒤마을.교육연수원 [22260],10.469,3.827,8.376,3.827
22261,서초구,방배그랑자이아파트 [22261],10.391,3.442,8.591,3.442
22263,관악구,서문여고입구 [22263],8.497,3.669,6.553,3.669
22269,서초구,방배열린문화센터(방배4동주민센터) [22269],8.502,3.277,6.866,3.277
22270,서초구,양재역.양재1동민원분소 [22270],10.476,1.698,10.783,1.698
22272,서초구,블랙야크양재사옥 [22272],11.087,2.31,11.291,2.31
22273,서초구,현대빌라.에코맘코리아 [22273],11.244,2.521,11.046,2.521
22275,서초구,우성아파트.양재초등학교 [22275],11.253,2.619,10.832,2.619
22277,서초구,코오롱아파트.양재1동주민센터 [22277],11.349,2.841,10.678,2.841
22278,서초구,우면코오롱아파트 [22278],11.378,2.876,10.69,2.876
22279,서초구,우면주공아파트.우면한라아파트 [22279],11.434,3.028,10.587,3.028
22280,서초구,우면주공아파트.양재1동주민센터 [22280],11.442,3.018,10.617,3.018
22283,서초구,네이처힐3.4단지 [22283],12.005,3.622,10.954,3.622
22285,서초구,서초힐스아파트 [22285],12.439,4.406,10.807,4.406
22286,서초구,서초힐스아파트 [22286],12.494,4.465,10.841,4.465
22287,서초구,식유촌우면성당.서초에코리치 [22287],12.482,4.68,10.576,4.68
22288,서초구,식유촌우면성당.서초에코리치 [22288],12.545,4.671,10.699,4.671
22289,서초구,양재역 [22289],10.464,1.701,10.61,1.701
22291,서초구,일동제약사거리 [22291],11.06,2.292,11.103,2.292
22293,서초구,양재2동주민센터.양재꽃시장 [22293],12.047,3.318,11.692,3.318
22295,서초구,언남고교 [22295],11.66,2.914,11.451,2.914
22298,서초구,AT센터.양재꽃시장 [22298],12.142,3.416,11.756,3.416
22299,서초구,양곡도매시장 [22299],12.82,4.229,11.926,4.229
22300,서초구,양곡도매시장 [22300],12.855,4.266,11.951,4.266
22301,서초구,하나로마트.코트라 [22301],12.816,4.069,12.396,4.069
22302,서초구,코트라 [22302],12.707,3.957,12.324,3.957
22303,서초구,구룡사앞 [22303],12.379,3.602,12.395,3.602
22304,서초구,구룡사 [22304],11.985,3.214,12.137,3.214
22306,서초구,동원산업앞 [22306],11.611,2.837,11.793,2.837
22325,서초구,염곡마을.서초50플러스센터 [22325],13.217,4.45,12.855,4.45
22326,서초구,염곡마을.내곡동주민센터 [22326],13.191,4.422,12.858,4.422
22327,서초구,탑성마을 [22327],13.864,5.086,13.63,5.086
22328,서초구,탑성마을 [22328],13.682,4.904,13.434,4.904
22330,서초구,안골마을 [22330],14.324,5.553,14.186,5.553
22332,서초구,서울특별시어린이병원.강동-송파예비군 [22332],14.655,5.943,14.836,5.943
22333,서초구,헌인릉.강남서초예비군훈련장 [22333],14.858,6.246,15.326,6.246
22334,서초구,헌인릉.강남서초예비군훈련장 [22334],14.907,6.353,15.507,6.353
22336,송파구,헌인마을.서울농업기술센터 [22336],15.181,6.797,16.088,6.797
22337,송파구,헌인마을.서울농업기술센터 [22337],15.103,6.685,15.954,6.685
22338,서초구,KT반포지사 [22338],7.665,3.092,6.549,3.092
22345,서초구,✈️ 교대역 [22345],8.692,1.223,8.551,1.223
22347,서초구,서초힐스아파트 [22347],12.545,4.56,10.825,4.56
22363,관악구,사당역1번출구 [22363],10.03,4.64,7.226,4.64
22367,서초구,염곡동구룡사 [22367],12.478,3.701,12.349,3.701
22372,서초구,형촌마을입구(서초네이처힐1.2단지) [22372],12.039,3.843,10.726,3.843
22378,서초구,도로교통공단서울지부.코트라 [22378],12.57,3.812,12.248,3.812
22379,서초구,서초역3번출구 [22379],8.763,1.908,8.1,1.908
22380,관악구,서초구민체육센터 [22380],7.631,3.291,6.366,3.291
22381,서초구,반포대교남단.한강시민공원입구 [22381],6.776,2.715,6.795,2.715
22384,서초구,하이브랜드 [22384],12.698,4.063,11.932,4.063
22389,서초구,내방역3번출구 [22389],8.956,3.212,7.269,3.212
22393,관악구,이수역 [22393],8.964,4.019,6.649,4.019
22394,서초구,방배역 [22394],9.607,3.158,7.922,3.158
22395,서초구,방배역 [22395],9.492,3.19,7.781,3.19
22399,서초구,서초포레스타입구 [22399],,,,
22401,서초구,청계산입구역 [22401],14.741,5.987,14.077,5.987
22402,서초구,청계산입구역 [22402],14.609,5.856,13.956,5.856
22403,서초구,서초포레스타7단지 [22403],14.874,6.117,14.215,6.117
22416,서초구,양재시민의숲 [22416],11.679,2.935,11.461,2.935
22417,서초구,동덕여중고 [22417],10.325,4.071,8.008,4.071
22420,관악구,동부센트레빌2 [22420],7.644,3.488,6.203,3.488
22424,서초구,네이처힐5단지 [22424],12.149,3.86,10.924,3.86
22427,서초구,교육개발원입구사거리 [22427],11.043,2.27,11.122,2.27
22429,관악구,방배래미안타워 [22429],10.256,4.151,7.864,4.151
22432,서초구,국제전자센터 [22432],9.687,1.675,9.178,1.675
22436,서초구,"방배1동주민센터,방배아크로타워 [22436]",9.349,3.196,7.636,3.196
22440,서초구,양재역7번출구.프라자약국 [22440],10.467,1.699,10.635,1.699
22443,관악구,시온약국 [22443],8.989,3.881,6.779,3.881
22446,서초구,서일초등학교 [22446],9.692,1.435,9.396,1.435
22449,서초구,더케이호텔정문 [22449],11.972,3.341,11.36,3.341
22452,서초구,반포래미안아이파크아파트 [22452],7.868,1.404,8.075,1.404
22457,관악구,서래초교 [22457],7.956,3.418,6.412,3.418
22464,관악구,사당역 13번출구 [22464],9.926,4.591,7.149,4.591
22466,서초구,구립반포도서관 [22466],7.71,1.432,8.052,1.432
22473,관악구,동부센트레빌1 [22473],7.68,3.538,6.176,3.538
22488,서초구,방배열린문화센터(가야치과병원) [22488],8.65,3.249,6.996,3.249
22491,서초구,반포래미안 [22491],7.143,2.512,6.966,2.512
22493,서초구,우성아파트 [22493],11.283,2.625,10.907,2.625
22496,서초구,반포래미안아이파크아파트 후문 [22496],7.837,1.241,8.243,1.241
22499,서초구,"서초문화예술정보학교,강남연세샘치과 [22499]",9.929,1.166,10.215,1.166
22501,서초구,대우효령아파트 [22501],9.701,3.611,7.67,3.611
22510,서초구,반포고교 [22510],7.977,1.079,8.402,1.079
22516,서초구,방배역.백석대 [22516],9.631,3.311,7.829,3.311
22532,서초구,강남역.9번출구 [22532],8.749,0.095,9.394,0.095
22535,서초구,임광아파트후문 [22535],10.302,3.276,8.617,3.276
22539,서초구,✈️ 반포자이아파트 [22539],7.321,1.763,7.768,1.763
22540,서초구,서초1동주민센터 [22540],9.249,1.226,9.034,1.226
22541,서초구,양재시민의숲 [22541],11.67,2.932,11.426,2.932
22543,서초구,서래마을입구 [22543],7.603,2.579,6.968,2.579
22548,서초구,임광아파트정문 [22548],10.184,3.336,8.424,3.336
22550,서초구,서초래미안아파트정문 [22550],8.176,0.826,8.652,0.826
22551,서초구,뉴코아백화점 [22551],6.873,2.139,7.503,2.139
22552,서초구,서울교대정문 [22552],9.245,1.404,8.893,1.404
22557,서초구,방배3동주민센터 [22557],9.958,3.269,8.215,3.269
