ARS,자치구,정류장이름,거리_시청_km,거리_강남_km,거리_여의도_km,거리_도심최근접_km
22859,서초구,"강남역,삼성전자 [22859]",8.872,0.097,9.527,0.097
22863,서초구,서초구청 [22863],10.331,1.596,10.407,1.596
22864,서초구,반포우체국 [22864],7.118,2.564,6.914,2.564
22865,서초구,제약회관 [22865],9.572,2.86,8.115,2.86
22869,서초구,우성아파트사거리 [22869],9.264,0.494,9.774,0.494
22870,서초구,서초역 4번출구 [22870],8.712,1.971,8.016,1.971
22872,서초구,반포2동주민센터 [22872],7.146,2.775,6.707,2.775
22873,서초구,방배역 [22873],9.68,3.231,7.942,3.231
22875,서초구,서초동유원아파트 [22875],8.667,0.763,8.868,0.763
22878,서초구,현대렉시온오피스텔.파이낸셜뉴스 [22878],9.582,0.815,9.98,0.815
22879,서초구,서초역3번출구 [22879],8.769,1.905,8.106,1.905
22885,서초구,"강남역, 뉴욕제과 [22885]",8.601,0.178,9.339,0.178
22887,서초구,뱅뱅사거리 [22887],9.736,0.993,10.015,0.993
22890,서초구,남부터미널 [22890],9.989,2.004,9.285,2.004
22891,서초구,경남아파트 [22891],10.105,3.325,8.34,3.325
22895,서초구,예술의전당 [22895],9.995,2.217,9.108,2.217
22899,서초구,서초동예술의전당/신중초등학교 [22899],10.05,2.501,8.941,2.501
22900,서초구,동덕여중고 [22900],10.344,4.049,8.048,4.049
22904,서초구,국립국악원 [22904],10.163,2.847,8.795,2.847
22905,서초구,래미안아파트.파이낸셜뉴스 [22905],9.404,0.637,9.859,0.637
22908,서초구,남부터미널.BC카드앞 [22908],9.622,1.869,8.941,1.869
22909,서초구,양재역엘타워빌딩 [22909],10.612,1.847,10.735,1.847
22913,관악구,서래초등학교 [22913],7.9,3.469,6.341,3.469
22928,서초구,방배열린문화센터.가야치과병원 [22928],8.679,3.215,7.044,3.215
22931,서초구,신한은행 [22931],8.533,3.24,6.917,3.24
22933,서초구,뉴코아백화점 [22933],7.081,2.015,7.547,2.015
22937,관악구,이수역2번출구 [22937],8.804,4.159,6.402,4.159
22945,서초구,서초1동주민센터 [22945],9.271,1.179,9.093,1.179
22979,관악구,서울메트로 [22979],9.912,4.215,7.426,4.215
22980,서초구,서초구청 맞은편 [22980],10.245,1.547,10.256,1.547
22981,서초구,방배역3번출구 [22981],9.602,3.313,7.797,3.313
22983,서초구,대검찰청.서초경찰서 [22983],8.364,1.921,7.827,1.921
22984,서초구,불교TV.서초어린이집 [22984],10.395,3.552,8.508,3.552
22989,관악구,사당역 12번출구 [22989],9.844,4.602,7.052,4.602
22990,서초구,삼성래미안.이수역방향 [22990],7.266,2.356,7.122,2.356
22993,서초구,서울성모병원.서울지방조달청 [22993],7.689,2.089,7.421,2.089
22994,서초구,아크로비스타 [22994],8.193,1.303,8.231,1.303
23101,강남구,신사중학교 [23101],6.113,2.853,8.467,2.853
23102,강남구,✈️ 미성아파트 [23102],6.087,2.926,8.539,2.926
23103,강남구,광림교회.현대고등학교(new) [23103],6.175,3.063,8.895,3.063
23104,강남구,광림교회.현대고등학교 [23104],6.135,3.057,8.822,3.057
23108,강남구,신사역8번출구.가로수길 [23108],6.69,2.225,8.629,2.225
23109,강남구,신사역사거리 [23109],6.554,2.287,8.387,2.287
23110,강남구,신사역3번출구 [23110],6.788,2.038,8.462,2.038
23112,강남구,신사동고개 [23112],6.796,2.301,8.961,2.301
23114,강남구,학동역 [23114],7.352,1.891,9.353,1.891
23115,강남구,학동역6번출구 [23115],7.41,1.775,9.316,1.775
23116,강남구,영동시장 [23116],7.266,1.593,8.8,1.593
23117,강남구,영동시장 [23117],7.265,1.562,8.719,1.562
23118,강남구,학동역5번출구 [23118],7.456,1.757,9.364,1.757
23120,강남구,삼정호텔 [23120],8.142,1.052,9.602,1.052
23121,서초구,신논현역 [23121],8.014,0.813,9.133,0.813
23124,강남구,언북중학교입구 [23124],6.924,2.507,9.378,2.507
23125,강남구,제일은행.호림아트센터앞 [23125],7.072,2.711,9.74,2.711
23126,강남구,영동119안전센터 [23126],7.199,2.894,10.019,2.894
23128,강남구,강남구청역 [23128],7.747,2.382,10.196,2.382
23129,강남구,세관앞 [23129],7.608,2.122,9.863,2.122
23130,강남구,서울세관 [23130],7.478,2.242,9.816,2.242
23131,강남구,서울세관 [23131],7.426,2.261,9.773,2.261
23132,강남구,학동역 [23132],7.331,1.935,9.368,1.935
23135,강남구,강남구청역 [23135],7.776,2.373,10.217,2.373
23136,강남구,한국토지주택공사앞 [23136],8.215,2.158,10.466,2.158
23138,강남구,아크로힐스논현 [23138],8.364,1.649,10.256,1.649
23139,강남구,논현아이파크 [23139],8.009,1.674,9.944,1.674
23140,강남구,임페리얼팰리스호텔.워터게이트빌딩 [23140],7.699,1.958,9.835,1.958
23141,강남구,임피리얼팰리스호텔워터게이트 [23141],7.739,1.863,9.803,1.863
23142,강남구,논현아이파크 [23142],7.987,1.645,9.899,1.645
23143,강남구,국민은행논현동지점 [23143],8.289,1.467,10.066,1.467
23147,강남구,서울세관사거리 [23147],7.559,2.033,9.738,2.033
23148,강남구,현대아파트 [23148],6.269,3.406,9.383,3.406
23149,강남구,✈️ 압구정역 [23149],6.314,3.394,9.43,3.394
23151,강남구,신사동교회 [23151],6.879,2.549,9.36,2.549
23152,강남구,도산공원.호림아트센터앞 [23152],6.93,2.739,9.598,2.739
23156,강남구,압구정파출소 [23156],6.602,3.554,9.89,3.554
23157,강남구,압구정파출소 [23157],6.624,3.519,9.886,3.519
23158,강남구,✈️ 갤러리아백화점 [23158],6.888,3.538,10.173,3.538
23159,강남구,✈️ 갤러리아 백화점 [23159],6.889,3.494,10.142,3.494
23162,강남구,도산공원 [23162],6.887,2.819,9.616,2.819
23163,강남구,신구중학교 [23163],6.671,3.129,9.625,3.129
23165,강남구,청담초등학교 [23165],7.376,3.566,10.651,3.566
23166,강남구,청담동주민센터 [23166],7.82,3.535,11.013,3.535
23167,강남구,✈️ 프리마호텔 [23167],7.97,3.626,11.191,3.626
23168,강남구,✈️ 리베라호텔 [23168],8.431,3.72,11.602,3.72
23169,강남구,영동교입구 [23169],8.356,3.686,11.526,3.686
23170,강남구,청담역.경기고교 [23170],8.545,3.597,11.612,3.597
23171,강남구,우리은행청담지점.청담삼익아파트 [23171],8.59,3.65,11.677,3.65
23173,강남구,진흥아파트 [23173],8.373,3.213,11.256,3.213
23174,강남구,청담천주교회 [23174],8.116,3.174,11.032,3.174
23175,강남구,청담2치안센터 [23175],7.848,3.333,10.911,3.333
23176,강남구,강남구청.강남세무서 [23176],8.11,2.869,10.837,2.869
23177,강남구,청담동래미안아파트 [23177],7.88,2.579,10.453,2.579
23178,강남구,강남구청역 [23178],7.69,2.576,10.276,2.576
23179,강남구,✈️ 프리마호텔 [23179],7.943,3.663,11.191,3.663
23180,강남구,농협앞 [23180],7.51,3.266,10.576,3.266
23182,강남구,청담초등학교앞 [23182],7.397,3.531,10.646,3.531
23183,강남구,청담2치안센터 [23183],7.824,3.305,10.874,3.305
23186,강남구,진흥아파트청담역 [23186],8.393,3.195,11.261,3.195
23187,강남구,청담역.경기고교 [23187],8.642,3.524,11.64,3.524
23190,강남구,봉은사.코엑스북문 [23190],9.193,3.296,11.878,3.296
23193,강남구,봉은사역5번출구.광동한방병원 [23193],9.406,3.564,12.173,3.564
23194,강남구,노블발렌티웨딩홀 [23194],9.561,3.78,12.395,3.78
23196,강남구,강남경찰서면허시험장 [23196],9.977,3.633,12.543,3.633
23197,강남구,삼성역7번출구 [23197],9.521,3.41,12.149,3.41
23199,강남구,무역센터 [23199],9.657,3.338,12.184,3.338
23200,강남구,강남보건소.강남구립국제교육원 [23200],7.978,2.32,10.368,2.32
23202,강남구,포스코사거리 [23202],9.492,2.763,11.731,2.763
23204,강남구,센트럴아이파크.강남구도시관리공단 [23204],8.619,2.933,11.27,2.933
23205,강남구,삼성동서광아파트 [23205],7.877,2.526,10.415,2.526
23206,강남구,강남구청.강남세무서 [23206],8.148,2.872,10.87,2.872
23207,강남구,✈️ 청담역7번출구 [23207],8.39,2.99,11.133,2.99
23208,강남구,센트럴아이파크.강남구도시관리공단 [23208],8.641,2.887,11.257,2.887
23209,강남구,한별구립어린이집 [23209],9.199,2.748,11.548,2.748
23210,강남구,삼성중앙역.플래티넘아파트 [23210],8.816,2.674,11.25,2.674
23211,강남구,삼성중앙역.플래티넘아파트 [23211],8.856,2.676,11.28,2.676
23214,강남구,선릉역8번출구.선정릉 [23214],9.123,2.049,11.061,2.049
23216,강남구,한국토지주택공사앞 [23216],8.292,2.14,10.52,2.14
23218,강남구,선릉역 [23218],9.322,2.151,11.243,2.151
23219,서초구,✈️ 도곡역2번출구.동부센트레빌[23219],10.821,2.647,12.124,2.647
23220,서초구,중대부고 [23220],10.715,2.516,11.993,2.516
23221,강남구,단대부고.대치아이파크아파트 [23221],10.402,2.337,11.798,2.337
23222,강남구,한티역2번출구.한티역3번출구.서울강남고용노동지청 [23222],10.273,2.347,11.78,2.347
23223,강남구,삼성아파트입구 [23223],10.45,2.82,12.201,2.82
23224,강남구,농협대치지점 [23224],10.568,2.96,12.345,2.96
23226,강남구,대치역1번출구 [23226],10.919,3.024,12.48,3.024
23227,강남구,래미안.대치.팰리스 [23227],10.856,2.797,12.269,2.797
23228,서초구,도곡역 [23228],10.857,2.661,12.138,2.661
23229,강남구,대치동우성아파트 [23229],10.914,2.885,12.356,2.885
23230,강남구,대치역8번출구 [23230],10.963,3.088,12.543,3.088
23231,강남구,대치역7번출구 [23231],11.188,3.275,12.74,3.275
23233,강남구,은마아파트 [23233],10.86,3.121,12.55,3.121
23234,강남구,은마파출소 [23234],10.578,2.993,12.373,2.993
23235,강남구,은마아파트 [23235],10.568,3.139,12.479,3.139
23236,강남구,대치동은마아파트 [23236],10.951,3.606,12.952,3.606
23237,강남구,은마아파트 [23237],11.1,3.482,12.899,3.482
23238,강남구,대치동미도아파트 [23238],11.158,3.548,12.966,3.548
23239,강남구,대치역6번출구.강남구민회관 [23239],11.173,3.285,12.748,3.285
23240,강남구,쌍용아파트 [23240],11.07,3.682,13.047,3.682
23243,강남구,강남경찰서.강남운전면허시험장 [23243],10.061,3.721,12.643,3.721
23244,강남구,삼성역 [23244],10.025,3.345,12.386,3.345
23245,강남구,휘문고.대치2동주민센터 [23245],10.328,3.396,12.563,3.396
23246,강남구,래미안하이스턴.대치순복음교회 [23246],10.578,3.207,12.533,3.207
23247,강남구,대치현대아파트 [23247],10.271,2.882,12.185,2.882
23249,강남구,휘문중고등학교 [23249],10.11,3.068,12.245,3.068
23252,강남구,한티역 [23252],10.017,2.166,11.566,2.166
23253,강남구,도성초등학교 [23253],9.795,2.098,11.436,2.098
23257,강남구,도성초교사거리 [23257],9.755,2.144,11.453,2.144
23259,강남구,선릉역 [23259],9.368,2.156,11.272,2.156
23260,강남구,포스코빌딩 [23260],9.538,2.572,11.635,2.572
23261,강남구,대치사거리 [23261],9.958,2.776,11.979,2.776
23262,강남구,대치동현대아파트 [23262],10.151,2.816,12.09,2.816
23263,강남구,은마아파트입구사거리 [23263],10.438,2.866,12.232,2.866
23264,강남구,도곡초등학교 [23264],10.316,2.563,11.963,2.563
23265,강남구,한티역2번출구.서울강남고용노동지청 [23265],10.233,2.326,11.753,2.326
23267,강남구,삼정호텔앞 [23267],8.162,0.978,9.563,0.978
23268,강남구,차병원 [23268],8.4,1.044,9.87,1.044
23271,강남구,스포월드.라움아트센터 [23271],8.437,1.492,10.212,1.492
23273,강남구,아크로힐스논현 [23273],8.429,1.696,10.342,1.696
23278,강남구,KT강남지사 [23278],8.875,1.48,10.536,1.48
23279,강남구,KT강남지사 [23279],8.846,1.441,10.491,1.441
23280,강남구,아가방빌딩.하나은행 [23280],8.972,1.07,10.328,1.07
23281,서초구,역삼역.GS타워 [23281],8.88,0.903,10.159,0.903
23290,강남구,강남보건소.강남구립국제교육원 [23290],8.013,2.325,10.402,2.325
23291,서초구,역삼럭키아파트.역삼월드메르디앙아파트 [23291],9.865,1.19,10.615,1.19
23294,서초구,뱅뱅사거리.역삼동 [23294],9.778,1.001,10.246,1.001
23298,강남구,역삼자이아파트 [23298],9.432,1.49,10.85,1.49
23301,강남구,역삼동개나리아파트 [23301],9.632,1.771,11.135,1.771
23305,강남구,대한사회복지회 [23305],9.02,1.053,10.344,1.053
23306,강남구,한국자산신탁.르네상스호텔 [23306],9.171,1.566,10.774,1.566
23307,강남구,진선여자중고등학교 [23307],9.538,2.024,11.272,2.024
23308,강남구,역삼e-편한세상아파트 [23308],9.873,2.096,11.464,2.096
23309,강남구,한티역 [23309],10.1,2.176,11.598,2.176
23310,강남구,한티역7번출구 [23310],10.158,2.117,11.565,2.117
23311,서초구,역삼중학교.강남세브란스병원 [23311],10.062,1.808,11.28,1.808
23312,서초구,도곡1차IPARK.모커리한방병원 [23312],9.926,1.374,10.84,1.374
23314,서초구,도곡1동주민센터.역삼럭키아파트 [23314],9.904,1.229,10.65,1.229
23316,서초구,✈️ 도곡동 [23316],10.714,2.174,11.603,2.174
23317,서초구,매봉역양재최의원 [23317],10.675,1.986,11.312,1.986
23323,서초구,매봉역 [23323],10.712,2.023,11.346,2.023
23324,서초구,도곡개포한신아파트 [23324],10.75,2.209,11.634,2.209
23325,서초구,도곡동개포한신아파트 [23325],10.883,2.342,11.759,2.342
23326,서초구,우성캐릭터빌아파트 [23326],10.912,2.378,11.797,2.378
23327,서초구,군인공제회관 [23327],10.78,2.362,11.822,2.362
23329,서초구,숙명여고 [23329],10.753,2.367,11.833,2.367
23330,서초구,도곡렉슬아파트.강남세브란스병원 [23330],10.113,1.857,11.329,1.857
23331,강남구,한티역6번출구 [23331],10.209,2.161,11.612,2.161
23332,강남구,도곡렉슬아파트정문 [23332],10.376,2.306,11.767,2.306
23333,서초구,중대부고앞 [23333],10.627,2.449,11.925,2.449
23334,서초구,구룡중학교앞 [23334],11.361,2.941,12.378,2.941
23335,서초구,개포고등학교앞 [23335],11.748,3.297,12.705,3.297
23336,서초구,개포1단지 [23336],12.016,3.557,12.948,3.557
23338,서초구,개포파크빌리지 [23338],12.145,3.51,12.759,3.51
23339,서초구,하나은행사거리 [23339],11.638,3.013,12.316,3.013
23340,서초구,현대아파트경남아파트 [23340],11.404,2.804,12.147,2.804
23341,서초구,우성3차아파트 [23341],11.574,3.046,12.427,3.046
23343,서초구,개포고등학교 [23343],11.593,3.157,12.578,3.157
23344,서초구,개포1단지연금매장 [23344],11.853,3.406,12.811,3.406
23345,서초구,래미안블레스티지아파트 [23345],12.137,3.682,13.068,3.682
23346,서초구,시립개포도서관 [23346],11.911,3.571,13.01,3.571
23347,서초구,개포3단지.수도전기공고후문 [23347],11.917,3.658,13.115,3.658
23348,서초구,개포3단지.수도전기공고후문 [23348],11.896,3.666,13.128,3.666
23349,서초구,디에이치아너힐즈 [23349],12.182,3.953,13.41,3.953
23350,서초구,주공4단지 [23350],12.212,3.997,13.455,3.997
23351,서초구,경기여고 [23351],11.864,3.719,13.192,3.719
23353,서초구,개포주공5단지경기여고 [23353],11.863,3.731,13.205,3.731
23354,서초구,개포동역.개포시장 [23354],11.658,3.593,13.07,3.593
23355,강남구,개포시장.개포5단지상가 [23355],11.667,3.69,13.166,3.69
23359,강남구,공무원아파트 [23359],11.912,4.278,13.726,4.278
23360,강남구,개원중학교 [23360],11.699,3.981,13.435,3.981
23361,강남구,개포주공7단지앞 [23361],12.046,4.191,13.664,4.191
23362,강남구,✈️ 개포동(연금매장) [23362],12.166,4.288,13.764,4.288
23363,서초구,현대아파트 [23363],11.445,2.824,12.148,2.824
23364,서초구,개포래미안포레스트 [23364],11.746,3.109,12.39,3.109
23367,서초구,능인선원앞 [23367],12.365,3.608,12.565,3.608
23368,서초구,구룡사입구 [23368],12.305,3.538,12.447,3.538
23369,서초구,국악고교사거리 [23369],11.933,3.164,12.105,3.164
23370,서초구,삼호물산 [23370],11.548,2.775,11.753,2.775
23379,서초구,구룡초등학교 [23379],11.612,2.957,12.228,2.957
23380,송파구,수서삼성아파트앞 [23380],13.505,5.791,15.267,5.791
23381,송파구,일원본동주민센터 [23381],13.175,5.291,14.767,5.291
23384,송파구,일원본동주민센터 [23384],13.261,5.397,14.874,5.397
23385,송파구,수서119.안전센터앞 [23385],13.705,6.039,15.515,6.039
23386,송파구,삼성서울병원정문 [23386],12.827,5.047,14.523,5.047
23388,송파구,일원역 [23388],12.973,5.123,14.6,5.123
23389,송파구,삼성서울병원후문 [23389],12.847,5.355,14.806,5.355
23392,송파구,삼성서울병원사거리 [23392],12.596,4.936,14.402,4.936
23393,송파구,강남한양수자인아파트 [23393],15.452,7.878,17.355,7.878
23395,강남구,대치아파트 [23395],11.708,4.007,13.459,4.007
23397,송파구,대청역 [23397],12.036,4.529,13.962,4.529
23401,송파구,✈️ 수서역(현대벤처빌) [23401],14.015,6.672,16.124,6.672
23402,송파구,수서역 [23402],13.877,6.541,15.989,6.541
23403,송파구,수서역KT수서지점 [23403],13.8,6.46,15.907,6.46
23404,송파구,수서역KT수서지점 [23404],13.954,6.561,16.018,6.561
23405,송파구,세곡동주민센터 [23405],15.728,7.767,17.208,7.767
23406,송파구,궁마을 [23406],13.849,6.306,15.776,6.306
23407,송파구,궁마을 [23407],13.878,6.334,15.804,6.334
23408,송파구,수서역6번출구 [23408],14.072,6.683,16.141,6.683
23409,송파구,수서역5번.출구 [23409],14.105,6.73,16.186,6.73
23410,송파구,수서역.로즈데일빌딩 [23410],14.086,6.742,16.195,6.742
23411,송파구,세곡문화복지회관 [23411],15.715,7.741,17.18,7.741
23412,송파구,은곡마을.LH이편한세상 [23412],15.711,7.538,16.919,7.538
23422,송파구,세곡동사거리 [23422],16.053,7.986,17.396,7.986
23423,송파구,방죽마을 [23423],15.473,7.587,17.045,7.587
23424,송파구,래미안포레아파트 [23424],15.274,7.453,16.921,7.453
23425,송파구,쟁골마을 [23425],14.625,7.064,16.539,7.064
23426,송파구,쟁골마을 [23426],14.524,6.985,16.459,6.985
23427,송파구,래미안포레아파트 [23427],15.196,7.388,16.857,7.388
23432,강남구,영동고교앞 [23432],7.395,2.84,10.177,2.84
23434,송파구,은곡마을진입로 [23434],15.444,7.221,16.588,7.221
23435,강남구,탄천교 [23435],10.744,3.595,12.872,3.595
23436,강남구,우성아파트 [23436],10.779,3.619,12.902,3.619
23437,송파구,세곡푸르지오.은곡삼거리 [23437],15.267,6.962,16.296,6.962
23438,강남구,삼성역 [23438],10.025,3.348,12.387,3.348
23439,송파구,세곡푸르지오 [23439],15.366,7.09,16.436,7.09
23442,송파구,"세곡2지구3,4단지 [23442]",15.317,7.64,17.117,7.64
23445,서초구,개포우성아파트 [23445],12.219,3.572,12.8,3.572
23446,송파구,래미안강남힐즈 [23446],14.838,6.781,16.216,6.781
23447,송파구,세곡중학교.세명초등학교 [23447],14.662,6.445,15.837,6.445
23449,송파구,일원동한솔아파트 [23449],12.912,4.872,14.341,4.872
23450,송파구,시립수서청소년센터 [23450],13.424,5.647,15.124,5.647
23453,강남구,포스코사거리 [23453],9.435,2.728,11.677,2.728
23456,서초구,그랑프리백화점 [23456],10.908,2.624,12.098,2.624
23457,서초구,개포중학교 [23457],12.215,3.75,13.127,3.75
23459,서초구,개포주공1단지아파트 [23459],11.997,3.365,12.63,3.365
23462,송파구,영희초등학교 [23462],12.312,4.725,14.177,4.725
23463,송파구,못골마을.LH강남아이파크 [23463],15.042,7.091,16.543,7.091
23464,송파구,못골마을 [23464],15.065,7.111,16.563,7.111
23465,송파구,태화기독교.사회복지관 [23465],13.651,5.989,15.464,5.989
23468,서초구,도곡교회.인바디빌딩 [23468],12.294,3.585,12.702,3.585
23469,서초구,강남세브란스병원 [23469],10.17,1.824,11.301,1.824
23470,서초구,도곡교회.인바디빌딩.건너 [23470],12.335,3.63,12.752,3.63
23471,송파구,래미안강남힐즈 [23471],14.71,6.613,16.042,6.613
23473,강남구,강남경찰서.강남운전면허시험장 [23473],10.012,3.625,12.557,3.625
23479,서초구,개포동역 [23479],11.554,3.481,12.958,3.481
23482,송파구,세곡푸르지오 [23482],14.998,6.747,16.116,6.747
23488,서초구,럭키아파트 [23488],10.0,1.381,10.824,1.381
23492,강남구,개포4단지6단지 [23492],12.107,4.098,13.575,4.098
23493,서초구,개포4단지5단지 [23493],11.925,3.803,13.276,3.803
23494,서초구,강남역12번출구(A) [23494],8.782,0.19,9.611,0.19
23500,강남구,학여울역 [23500],11.278,3.869,13.251,3.869
23501,강남구,학여울역 [23501],11.31,3.866,13.257,3.866
23505,서초구,현대1차우성아파트 [23505],11.567,2.994,12.347,2.994
23508,강남구,개포4단지7단지 [23508],12.112,4.159,13.636,4.159
23509,강남구,총회회관.휘문고입구 [23509],10.403,3.467,12.644,3.467
23510,서초구,예림당아트홀.신한은행전산센터 [23510],9.57,1.473,10.89,1.473
23511,강남구,새마을운동중앙회 [23511],10.646,3.539,12.794,3.539
23512,서초구,총지사 [23512],9.642,1.116,10.592,1.116
23515,서초구,우성3차아파트 [23515],11.533,3.044,12.447,3.044
23516,서초구,우성6차아파트 [23516],11.994,3.324,12.54,3.324
23521,송파구,코원에너지서비스 [23521],11.486,4.285,13.628,4.285
23525,서초구,삼익아파트앞 [23525],10.191,1.53,10.934,1.53
23526,송파구,래미안포레아파트 [23526],15.225,7.454,16.926,7.454
23528,송파구,세곡2지구3.4단지 [23528],15.358,7.677,17.153,7.677
23529,서초구,도곡한신아파트 [23529],10.49,1.756,11.039,1.756
23537,송파구,은곡마을입구.리엔파크2단지 [23537],15.732,7.549,16.926,7.549
23827,서초구,✈️ 양재동 [23827],10.501,1.727,10.861,1.727
23828,서초구,✈️ 도곡동 [23828],10.741,2.199,11.625,2.199
23829,서초구,✈️ 타워팰리스 [23829],10.78,2.362,11.822,2.362
23830,강남구,✈️ 대치동 [23830],10.948,3.038,12.497,3.038
23831,강남구,✈️ 학여울역 [23831],11.151,3.54,12.958,3.54
23832,강남구,✈️ 개포동 [23832],12.067,4.195,13.67,4.195
23838,강남구,✈️ 학여울역 [23838],11.111,3.507,12.921,3.507
23839,강남구,✈️ 대치동(하나은행) [23839],10.909,3.012,12.468,3.012
23840,서초구,✈️ 타워펠리스 [23840],10.748,2.369,11.836,2.369
23841,서초구,✈️ 양재동 [23841],10.478,1.707,10.873,1.707
23842,강남구,✈️ 신사동 [23842],6.528,2.314,8.379,2.314
23843,강남구,✈️ 신사동미성아파트 [23843],6.118,2.899,8.559,2.899
23844,강남구,✈️ 리베라호텔 [23844],8.254,3.736,11.478,3.736
23848,강남구,✈️ 압구정역 [23848],6.278,3.426,9.414,3.426
23920,서초구,양재역.종합복지관 [23920],10.428,1.651,10.686,1.651
23921,서초구,양재역5번출구 [23921],10.45,1.672,10.722,1.672
24005,송파구,석촌역 [24005],13.525,7.211,16.41,7.211
24007,송파구,송파역 [24007],13.924,7.444,16.709,7.444
24009,송파구,가락시장.가락시장역 [24009],14.669,7.92,17.278,7.92
24011,송파구,문정로데오거리입구 [24011],15.348,8.347,17.769,8.347
24012,송파구,문정로데오거리입구 [24012],15.231,8.274,17.687,8.274
24013,송파구,문정법조단지.건영아파트 [24013],15.978,8.738,18.201,8.738
24014,송파구,문정법조단지.건영아파트 [24014],15.841,8.645,18.101,8.645
24015,송파구,장지역.가든파이브 [24015],16.292,8.947,18.419,8.947
24016,송파구,장지역.가든파이브 [24016],16.162,8.856,18.325,8.856
24101,강동구,천호역.풍납시장 [24101],13.162,9.44,17.547,9.44
24102,강동구,풍납1치안센터입구 [24102],13.158,9.224,17.434,9.224
24103,강동구,파크데일아파트2단지앞 [24103],17.64,11.541,20.804,11.541
24104,강동구,파크데일아파트1단지앞 [24104],17.631,11.541,20.802,11.541
24105,강동구,풍납1동동아한가람아파트 [24105],12.47,8.808,16.834,8.808
24106,강동구,풍납동신성노바빌 [24106],12.56,8.98,16.972,8.98
24108,강동구,풍납토성 [24108],13.059,9.491,17.515,9.491
24109,강동구,영파여고.강동구청역 [24109],13.163,8.995,17.317,8.995
24110,강동구,풍납동극동.쌍용아파트 [24110],13.12,8.589,17.074,8.589
24111,강동구,풍납중학교 [24111],12.939,8.257,16.797,8.257
24112,강동구,풍성중학교후문앞 [24112],12.82,8.152,16.677,8.152
24113,송파구,서울아산병원앞 [24113],12.524,7.859,16.36,7.859
24116,강동구,풍납토성서성벽 [24116],12.335,8.227,16.458,8.227
24117,강동구,송파두산위브.송파소방서 [24117],16.206,10.064,19.306,10.064
24120,강동구,풍납동영어체험마을 [24120],12.472,8.327,16.586,8.327
24123,송파구,잠실파크리오아파트상가.올림픽회관 [24123],13.065,8.097,16.77,8.097
24125,송파구,잠실나루역 [24125],12.462,7.308,16.015,7.308
24126,송파구,잠실진주아파트 [24126],12.853,7.763,16.472,7.763
24127,송파구,몽촌토성역 [24127],13.052,7.883,16.638,7.883
24128,송파구,신천동진주아파트 [24128],12.84,7.511,16.317,7.511
24129,송파구,잠실나루역 [24129],12.355,7.129,15.857,7.129
24130,송파구,잠실중학교.장미종합상가 [24130],12.125,6.791,15.545,6.791
24131,송파구,잠실중학교 [24131],12.127,6.76,15.528,6.76
24132,송파구,잠실역8번출구 [24132],12.355,6.764,15.638,6.764
24135,송파구,잠실역9번출구 [24135],12.517,7.018,15.869,7.018
24139,송파구,잠실5단지 [24139],11.866,6.062,14.981,6.062
24140,송파구,잠실리센츠아파트앞 [24140],11.687,5.833,14.755,5.833
24141,송파구,잠실새내역.잠실2동주민센터 [24141],11.392,5.486,14.401,5.486
24142,송파구,잠실엘스아파트앞 [24142],11.097,5.161,14.058,5.161
24145,송파구,잠실트리지움아파트앞 [24145],11.693,5.803,14.739,5.803
24147,송파구,갤러리아팰리스 [24147],11.842,5.952,14.901,5.952
24148,송파구,잠실트리지움 [24148],11.839,5.918,14.878,5.918
24149,송파구,영동일고레이크팰리스앞 [24149],11.931,5.822,14.858,5.822
24150,송파구,영동일고.트리지움동문앞 [24150],11.886,5.791,14.819,5.791
24152,송파구,잠실트리지움 [24152],11.859,5.633,14.705,5.633
24153,송파구,잠실119안전센터 [24153],12.232,6.009,15.107,6.009
24155,광진구,아시아선수촌아파트 [24155],10.827,4.696,13.638,4.696
24156,송파구,아주중학교 [24156],11.069,4.389,13.549,4.389
24160,송파구,잠실우성4차현대아파트 [24160],11.644,5.147,14.295,5.147
24161,송파구,잠실우성4차현대아파트 [24161],11.676,5.156,14.313,5.156
24165,송파구,아주중학교 [24165],11.122,4.517,13.657,4.517
24167,송파구,삼전역 [24167],12.058,5.527,14.715,5.527
24168,송파구,송파구민회관구의회 [24168],12.497,5.948,15.168,5.948
24169,송파구,송파구민회관구의회 [24169],12.5,5.928,15.155,5.928
24176,송파구,삼전사회복지관 [24176],12.758,5.879,15.204,5.879
24178,송파구,석촌고분역.올림픽병원 [24178],12.765,6.268,15.486,6.268
24179,송파구,석촌고분역.올림픽병원 [24179],12.798,6.287,15.512,6.287
24181,송파구,석촌역.잠실한솔아파트 [24181],13.201,6.922,16.095,6.922
24185,송파구,석촌동남현교회앞 [24185],13.161,6.45,15.748,6.45
24188,송파구,송파책박물관.헬리오시티 [24188],13.348,6.746,16.022,6.746
24194,송파구,송파여성문화회관 [24194],13.371,7.302,16.415,7.302
24196,송파구,송파초등학교.송파동성당 [24196],13.397,7.488,16.547,7.488
24201,송파구,송파동한양1차아파트 [24201],13.858,7.798,16.932,7.798
24203,송파구,송파역 [24203],14.044,7.527,16.807,7.527
24204,송파구,성지아파트 [24204],14.356,7.927,17.194,7.927
24205,송파구,송파동삼익아파트 [24205],14.523,8.339,17.54,8.339
24206,송파구,삼익아파트미성아파트 [24206],14.236,8.235,17.366,8.235
24207,송파구,송파2동한양삼성아파트 [24207],13.88,7.826,16.958,7.826
24210,송파구,방이중학교 [24210],13.356,7.864,16.768,7.864
