ARS,자치구,정류장이름,승차_일평균,하차_일평균,승하차_일평균,경유노선수
22174,강남구,잠원한신아파트 [22174],336.7,616.8,953.5,3.0
22175,강남구,래미안신반포리오센트아파트 [22175],429.0,495.4,924.4,2.0
22176,강남구,신반포18차아파트 [22176],498.4,320.4,818.8,2.0
22182,강남구,신동중학교 [22182],182.0,237.1,419.0,1.0
22183,강남구,논현역7번출구 [22183],1535.9,2067.9,3603.8,11.0
22185,강남구,신사역4번출구 [22185],897.9,708.6,1606.5,4.0
22186,강남구,신사역5번출구 [22186],204.1,585.3,789.5,2.0
22191,강남구,논현역(new) [22191],359.4,157.7,517.1,1.0
22193,서초구,신논현역.구교보타워사거리 [22193],323.5,154.1,477.6,2.0
22195,서초구,사평역 [22195],193.1,235.3,428.5,3.0
22196,서초구,사평역 [22196],169.2,303.8,473.0,2.0
22197,서초구,디에이치반포클라스 [22197],482.6,1149.5,1632.1,4.0
22199,서초구,삼호가든사거리.반포도서관 [22199],1042.3,491.8,1534.1,4.0
22204,강남구,잠원한신아파트 [22204],609.1,275.0,884.2,3.0
22205,서초구,잠원성당.아크로리버뷰아파트 [22205],506.6,265.0,771.6,3.0
22206,서초구,잠원성당 [22206],373.5,582.4,955.9,3.0
22207,서초구,뉴코아아울렛 [22207],914.9,873.6,1788.5,4.0
22208,서초구,신반포자이아파트 [22208],732.6,677.0,1409.7,3.0
22212,서초구,서울지방조달청.서울성모병원 [22212],923.1,758.3,1681.3,3.0
22213,서초구,센트럴시티 [22213],315.6,25.2,340.8,1.0
22218,서초구,반포미도아파트앞 [22218],889.0,914.3,1803.4,2.0
22222,관악구,방배사이길 [22222],907.9,840.0,1747.9,4.0
22223,관악구,방배동삼호아파트 [22223],790.6,449.2,1239.8,3.0
22224,관악구,가야메디컬센터 [22224],759.5,815.7,1575.1,4.0
22225,관악구,이수교 [22225],1874.8,1104.1,2978.9,9.0
22228,서초구,방배동신동아아파트 [22228],257.2,395.0,652.3,6.0
22233,서초구,지하철2호선방배역 [22233],1068.2,1231.1,2299.4,4.0
22234,관악구,서울교통공사 [22234],207.3,471.5,678.8,3.0
22241,관악구,사당역 [22241],872.9,1122.4,1995.3,4.0
22248,서초구,신동아아파트앞 [22248],633.8,1223.6,1857.3,11.0
22250,서초구,방배동대우효령아파트앞 [22250],194.0,304.5,498.6,3.0
22251,관악구,종로교회앞 [22251],289.4,134.5,423.9,6.0
22253,서초구,방배동래미안아트힐.국립국악원 [22253],728.4,595.9,1324.3,5.0
22254,서초구,방배그랑자이아파트 [22254],129.8,92.0,221.9,1.0
22257,관악구,대항병원.연세사랑병원 [22257],205.6,320.3,525.9,7.0
22259,관악구,방배동래미안타워.동덕여중고 [22259],105.1,82.4,187.5,3.0
22260,서초구,성뒤마을.교육연수원 [22260],43.5,149.9,193.4,4.0
22261,서초구,방배그랑자이아파트 [22261],38.2,289.8,328.0,1.0
22263,관악구,서문여고입구 [22263],229.8,148.9,378.7,1.0
22269,서초구,방배열린문화센터(방배4동주민센터) [22269],529.0,372.3,901.3,3.0
22270,서초구,양재역.양재1동민원분소 [22270],1782.9,1399.5,3182.5,9.0
22272,서초구,블랙야크양재사옥 [22272],557.8,236.9,794.6,2.0
22273,서초구,현대빌라.에코맘코리아 [22273],133.1,577.0,710.1,6.0
22275,서초구,우성아파트.양재초등학교 [22275],144.5,407.0,551.4,3.0
22277,서초구,코오롱아파트.양재1동주민센터 [22277],20.5,254.5,275.0,2.0
22278,서초구,우면코오롱아파트 [22278],599.9,130.7,730.5,4.0
22279,서초구,우면주공아파트.우면한라아파트 [22279],460.3,1156.7,1617.0,4.0
22280,서초구,우면주공아파트.양재1동주민센터 [22280],1448.7,460.6,1909.3,4.0
22283,서초구,네이처힐3.4단지 [22283],1224.9,396.1,1621.0,4.0
22285,서초구,서초힐스아파트 [22285],493.6,975.4,1469.0,7.0
22286,서초구,서초힐스아파트 [22286],637.4,286.3,923.7,4.0
22287,서초구,식유촌우면성당.서초에코리치 [22287],136.6,73.7,210.3,3.0
22288,서초구,식유촌우면성당.서초에코리치 [22288],404.6,537.1,941.7,6.0
22289,서초구,양재역 [22289],5749.7,1740.3,7490.0,10.0
22291,서초구,일동제약사거리 [22291],639.2,959.3,1598.5,11.0
22293,서초구,양재2동주민센터.양재꽃시장 [22293],1578.4,747.9,2326.2,9.0
22295,서초구,언남고교 [22295],879.1,102.4,981.5,8.0
22298,서초구,AT센터.양재꽃시장 [22298],593.7,825.5,1419.2,8.0
22299,서초구,양곡도매시장 [22299],267.4,229.0,496.4,3.0
22300,서초구,양곡도매시장 [22300],202.7,191.8,394.5,1.0
22301,서초구,하나로마트.코트라 [22301],752.8,1197.3,1950.2,6.0
22302,서초구,코트라 [22302],1359.4,758.5,2117.9,6.0
22303,서초구,구룡사앞 [22303],31.7,307.9,339.6,6.0
22304,서초구,구룡사 [22304],19.9,494.3,514.2,3.0
22306,서초구,동원산업앞 [22306],63.5,1328.9,1392.3,3.0
22325,서초구,염곡마을.서초50플러스센터 [22325],5.2,24.4,29.6,1.0
22326,서초구,염곡마을.내곡동주민센터 [22326],35.4,16.0,51.4,1.0
22327,서초구,탑성마을 [22327],0.2,28.5,28.7,1.0
22328,서초구,탑성마을 [22328],2.2,2.5,4.7,1.0
22330,서초구,안골마을 [22330],218.8,0.5,219.2,1.0
22332,서초구,서울특별시어린이병원.강동-송파예비군 [22332],23.4,56.1,79.6,3.0
22333,서초구,헌인릉.강남서초예비군훈련장 [22333],81.1,179.5,260.7,6.0
22334,서초구,헌인릉.강남서초예비군훈련장 [22334],216.0,107.6,323.6,4.0
22336,송파구,헌인마을.서울농업기술센터 [22336],57.3,114.2,171.5,5.0
22337,송파구,헌인마을.서울농업기술센터 [22337],94.1,90.5,184.6,4.0
22338,서초구,KT반포지사 [22338],47.3,255.7,302.9,3.0
22345,서초구,✈️ 교대역 [22345],690.8,878.1,1568.9,2.0
22347,서초구,서초힐스아파트 [22347],370.2,342.7,713.0,6.0
22363,관악구,사당역1번출구 [22363],414.9,19.7,434.6,1.0
22367,서초구,염곡동구룡사 [22367],206.0,25.5,231.4,7.0
22372,서초구,형촌마을입구(서초네이처힐1.2단지) [22372],139.2,117.7,257.0,1.0
22378,서초구,도로교통공단서울지부.코트라 [22378],202.7,849.0,1051.7,8.0
22379,서초구,서초역3번출구 [22379],960.2,470.5,1430.7,3.0
22380,관악구,서초구민체육센터 [22380],125.5,173.6,299.1,3.0
22381,서초구,반포대교남단.한강시민공원입구 [22381],568.8,1461.7,2030.5,4.0
22384,서초구,하이브랜드 [22384],546.4,44.5,590.9,2.0
22389,서초구,내방역3번출구 [22389],688.5,142.6,831.0,2.0
22393,관악구,이수역 [22393],202.7,738.9,941.6,5.0
22394,서초구,방배역 [22394],306.3,193.5,499.9,1.0
22395,서초구,방배역 [22395],226.8,256.5,483.3,1.0
22399,서초구,서초포레스타입구 [22399],,,,
22401,서초구,청계산입구역 [22401],309.0,332.7,641.7,2.0
22402,서초구,청계산입구역 [22402],145.9,127.8,273.8,2.0
22403,서초구,서초포레스타7단지 [22403],204.7,108.9,313.6,1.0
22416,서초구,양재시민의숲 [22416],7.2,16.8,24.0,1.0
22417,서초구,동덕여중고 [22417],242.8,269.0,511.8,1.0
22420,관악구,동부센트레빌2 [22420],202.8,137.7,340.4,3.0
22424,서초구,네이처힐5단지 [22424],883.4,983.3,1866.8,5.0
22427,서초구,교육개발원입구사거리 [22427],290.2,887.0,1177.2,5.0
22429,관악구,방배래미안타워 [22429],204.9,79.5,284.4,3.0
22432,서초구,국제전자센터 [22432],203.8,35.2,239.0,1.0
22436,서초구,"방배1동주민센터,방배아크로타워 [22436]",176.5,192.0,368.5,2.0
22440,서초구,양재역7번출구.프라자약국 [22440],623.5,3750.4,4373.9,5.0
22443,관악구,시온약국 [22443],39.2,16.7,55.9,1.0
22446,서초구,서일초등학교 [22446],70.0,58.5,128.6,1.0
22449,서초구,더케이호텔정문 [22449],14.2,4.9,19.1,1.0
22452,서초구,반포래미안아이파크아파트 [22452],87.0,465.3,552.4,2.0
22457,관악구,서래초교 [22457],45.1,56.8,101.9,1.0
22464,관악구,사당역 13번출구 [22464],37.8,14.5,52.3,1.0
22466,서초구,구립반포도서관 [22466],136.4,135.1,271.5,2.0
22473,관악구,동부센트레빌1 [22473],22.5,29.4,51.9,1.0
22488,서초구,방배열린문화센터(가야치과병원) [22488],122.4,56.9,179.3,1.0
22491,서초구,반포래미안 [22491],140.6,43.8,184.3,1.0
22493,서초구,우성아파트 [22493],798.2,253.4,1051.6,3.0
22496,서초구,반포래미안아이파크아파트 후문 [22496],56.9,31.6,88.5,2.0
22499,서초구,"서초문화예술정보학교,강남연세샘치과 [22499]",90.3,46.8,137.2,1.0
22501,서초구,대우효령아파트 [22501],69.9,117.2,187.1,2.0
22510,서초구,반포고교 [22510],72.1,21.5,93.6,1.0
22516,서초구,방배역.백석대 [22516],133.6,253.1,386.6,2.0
22532,서초구,강남역.9번출구 [22532],535.4,838.5,1373.9,3.0
22535,서초구,임광아파트후문 [22535],102.1,168.4,270.5,2.0
22539,서초구,✈️ 반포자이아파트 [22539],10.2,112.8,123.1,2.0
22540,서초구,서초1동주민센터 [22540],38.2,48.0,86.2,1.0
22541,서초구,양재시민의숲 [22541],13.6,7.6,21.2,1.0
22543,서초구,서래마을입구 [22543],340.7,85.7,426.4,2.0
22548,서초구,임광아파트정문 [22548],250.3,94.5,344.8,2.0
22550,서초구,서초래미안아파트정문 [22550],126.4,40.3,166.7,1.0
22551,서초구,뉴코아백화점 [22551],72.5,144.6,217.1,2.0
22552,서초구,서울교대정문 [22552],70.2,85.5,155.7,1.0
22557,서초구,방배3동주민센터 [22557],88.2,73.6,161.8,2.0
22563,서초구,서울지방조달청.서울성모병원 [22563],418.3,122.3,540.6,2.0
22565,서초구,아크로비스타.미도아파트 [22565],62.4,67.1,129.5,1.0
22566,서초구,방배(백석예술대)역1번출구 [22566],22.8,166.3,189.1,1.0
22571,서초구,국립중앙도서관 [22571],98.1,82.9,181.0,2.0
22577,강남구,신사역4번출구 [22577],168.9,21.1,190.0,1.0
22587,강남구,논현역5번출구 [22587],637.6,97.4,735.0,1.0
22592,서초구,예술의 전당 [22592],197.3,155.6,352.9,1.0
22593,관악구,서울메트로 [22593],70.1,118.8,188.9,2.0
22594,서초구,경원중학교 [22594],17.7,32.6,50.3,1.0
22595,서초구,대법원 [22595],159.3,269.1,428.4,1.0
