ARS,자치구,정류장이름,POI_total_100m,POI_total_300m,POI_음식_300m,POI_소매_300m,POI_과학·기술_300m,POI_수리·개인_300m,POI_교육_300m,POI_부동산_300m,POI_시설관리·임대_300m,POI_예술·스포츠_300m,POI_보건의료_300m,POI_숙박_300m,POI_total_500m
06524,동대문구,휘경여중고.휘경주공아파트 [06524],20,140,38,42,4,15,14,5,2,12,8,0,450
06537,동대문구,시립대입구 [06537],70,468,182,134,33,39,16,22,9,20,1,12,907
06539,동대문구,외대앞 역 [06539],144,527,210,92,29,56,25,48,7,26,34,0,801
06546,동대문구,회기역종점 [06546],38,658,202,137,38,84,51,37,28,39,21,21,1193
06557,성북구,신설동역1번출구 [06557],120,1032,370,210,87,59,65,46,56,58,29,52,1970
06575,동대문구,서울시립대 [06575],78,472,186,130,39,35,16,24,11,20,2,9,905
06576,동대문구,영광빌딩 [06576],40,447,147,138,42,37,18,21,12,20,3,9,1102
06578,동대문구,신성미소지움아파트 [06578],51,206,55,48,12,37,11,16,7,9,4,7,1042
06580,동대문구,동대문해병전우회 [06580],19,293,84,73,21,39,15,10,12,18,12,9,1327
06774,동대문구,신설동로터리.서울풍물시장 [06774],123,1188,352,418,91,50,47,49,56,61,24,40,1993
06776,동대문구,경동시장사거리 [06776],106,1170,300,528,53,70,34,30,26,34,73,22,2238
06779,동대문구,동답초교.대림아파트 [06779],44,412,115,116,28,61,27,16,16,22,11,0,1073
06781,동대문구,정화여중.정화고등학교 [06781],85,261,64,69,28,44,13,18,9,5,6,5,739
07101,중랑구,극동늘푸른아파트 [07101],47,529,199,97,48,80,21,20,10,35,16,3,1295
07102,중랑구,묵동자이.신도브래뉴아파트 [07102],50,475,180,91,41,75,20,21,10,24,10,3,1337
07103,중랑구,묵동삼거리.먹골역 [07103],105,691,240,140,49,94,42,32,22,43,28,1,1219
07104,중랑구,먹골역. 묵동자이아파트 [07104],80,695,259,132,53,95,37,28,11,51,26,3,1211
07105,중랑구,한국전력동부지사 [07105],99,489,126,125,48,81,20,22,23,25,14,5,1045
07107,중랑구,지하철7호선중화역 [07107],115,544,160,119,46,73,39,26,16,29,28,8,1173
07108,중랑구,지하철7호선중화역 [07108],117,538,155,119,46,75,39,25,16,27,28,8,1211
07109,중랑구,국민은행중화동지점 [07109],86,530,142,144,32,67,41,19,21,33,27,4,1163
07113,중랑구,면목2동주민센터 [07113],19,493,138,129,45,91,27,16,16,13,15,3,1165
07119,중랑구,면목신우아파트 [07119],2,46,7,13,1,9,6,6,1,0,2,1,375
07120,중랑구,면목신우아파트 [07120],6,46,7,15,1,5,7,7,1,0,2,1,429
07122,중랑구,경남아너스빌아파트앞 [07122],25,165,21,34,23,32,26,10,11,6,2,0,611
07130,중랑구,지하철7호선상봉역 [07130],107,656,251,93,32,84,26,29,15,61,37,28,1392
07132,중랑구,지하철7호선상봉역 [07132],73,564,195,122,28,77,24,16,12,35,26,29,1388
07144,중랑구,서울우유앞 [07144],37,338,143,64,25,41,4,10,10,22,11,8,930
07149,중랑구,동부시장남문입구 [07149],102,600,200,168,32,93,28,16,18,28,13,4,1402
07179,중랑구,지하철7호선사가정역 [07179],197,972,314,236,43,123,43,35,25,74,63,16,1748
07196,중랑구,용마문화복지센터.서일대후문 [07196],80,269,95,58,27,32,10,8,13,18,2,6,800
07197,중랑구,중화중학교 [07197],4,188,43,48,24,29,12,11,8,8,1,4,760
07201,중랑구,한양수자인사가정파크 [07201],28,301,76,81,27,60,17,17,7,12,2,2,867
07206,중랑구,용마폭포공원 [07206],17,127,33,34,13,19,8,7,4,5,4,0,742
07208,중랑구,용마산역 [07208],6,184,53,44,18,21,10,8,10,10,5,5,682
07214,중랑구,묵1동주민센터입구.먹골역 [07214],143,714,221,157,54,90,48,35,31,43,34,1,1201
07218,중랑구,면목2동한신아파트 [07218],10,143,34,31,13,28,17,9,5,3,1,2,579
07219,중랑구,면목2동한신아파트 [07219],0,122,27,25,14,27,14,8,3,3,1,0,502
07221,중랑구,면목5동 [07221],17,179,43,34,19,38,16,10,8,7,1,3,652
07222,중랑구,동서그랜드맨션 [07222],45,363,114,77,38,61,16,12,16,16,7,6,751
07226,중랑구,면목복개천 [07226],81,529,146,122,33,77,26,33,20,23,42,7,1236
07234,중랑구,면목마젤란아파트 [07234],18,284,65,71,26,51,9,20,18,15,6,3,1213
07237,중랑구,녹색병원입구 [07237],24,309,74,72,28,57,18,19,22,13,6,0,1152
07239,중랑구,면목두산1차.사가정아이파크 [07239],10,290,69,58,22,61,21,24,17,8,7,3,1363
07242,중랑구,사가정센트럴아이파크아파트 [07242],4,169,51,30,14,29,12,17,7,4,4,1,900
07243,중랑구,홈플러스면목동점 [07243],4,165,47,33,13,26,13,18,6,4,4,1,841
