ARS,자치구,정류장이름,POI_total_100m,POI_total_300m,POI_음식_300m,POI_소매_300m,POI_과학·기술_300m,POI_수리·개인_300m,POI_교육_300m,POI_부동산_300m,POI_시설관리·임대_300m,POI_예술·스포츠_300m,POI_보건의료_300m,POI_숙박_300m,POI_total_500m
23848,강남구,✈️ 압구정역 [23848],106,619,128,101,49,54,153,20,10,24,79,1,1835
23920,서초구,양재역.종합복지관 [23920],163,1225,291,187,332,82,79,37,51,48,103,15,2119
23921,서초구,양재역5번출구 [23921],159,1261,300,192,338,82,86,45,47,53,102,16,2026
24005,송파구,석촌역 [24005],133,1001,247,185,128,128,98,29,47,56,66,17,2079
24007,송파구,송파역 [24007],87,412,131,68,41,39,57,9,18,15,27,7,1210
24009,송파구,가락시장.가락시장역 [24009],69,780,198,115,202,32,26,36,64,68,35,4,1418
24011,송파구,문정로데오거리입구 [24011],499,1620,305,213,659,94,71,92,103,42,32,9,3390
24012,송파구,문정로데오거리입구 [24012],6,1354,167,190,628,78,55,80,99,29,23,5,2636
24013,송파구,문정법조단지.건영아파트 [24013],10,876,213,107,181,154,65,42,44,44,21,5,3494
24014,송파구,문정법조단지.건영아파트 [24014],130,1338,186,120,593,167,75,66,66,45,16,4,3425
24015,송파구,장지역.가든파이브 [24015],14,1338,185,612,248,63,41,52,98,14,22,3,1806
24016,송파구,장지역.가든파이브 [24016],70,1358,206,607,257,66,33,53,101,18,14,3,2483
24101,강동구,천호역.풍납시장 [24101],133,935,182,408,59,91,40,25,35,31,57,7,2172
24102,강동구,풍납1치안센터입구 [24102],41,424,116,101,46,59,30,21,15,17,12,7,1386
24103,강동구,파크데일아파트2단지앞 [24103],4,32,6,9,3,4,6,3,1,0,0,0,202
24104,강동구,파크데일아파트1단지앞 [24104],4,29,4,8,3,4,6,3,1,0,0,0,197
24105,강동구,풍납1동동아한가람아파트 [24105],10,80,17,14,11,14,10,6,6,2,0,0,253
24106,강동구,풍납동신성노바빌 [24106],19,75,11,17,9,15,8,5,8,2,0,0,250
24108,강동구,풍납토성 [24108],44,949,160,412,69,88,39,27,41,28,76,9,2141
24109,강동구,영파여고.강동구청역 [24109],57,503,161,94,95,30,34,19,24,19,19,8,1310
24110,강동구,풍납동극동.쌍용아파트 [24110],31,231,37,49,58,19,19,9,5,12,19,4,597
24111,강동구,풍납중학교 [24111],8,87,5,23,35,5,7,3,2,1,4,2,340
24112,강동구,풍성중학교후문앞 [24112],7,60,3,20,29,2,1,2,0,1,1,1,243
24113,송파구,서울아산병원앞 [24113],40,40,9,17,4,4,0,0,4,1,1,0,78
24116,강동구,풍납토성서성벽 [24116],0,51,4,17,7,10,6,0,2,3,0,2,160
24117,강동구,송파두산위브.송파소방서 [24117],20,242,71,47,22,43,21,8,15,11,4,0,675
24120,강동구,풍납동영어체험마을 [24120],20,125,11,32,11,23,26,11,3,5,1,2,316
24123,송파구,잠실파크리오아파트상가.올림픽회관 [24123],2,82,16,21,18,0,8,2,4,8,4,1,159
24125,송파구,잠실나루역 [24125],0,278,92,45,11,35,35,25,3,14,18,0,754
24126,송파구,잠실진주아파트 [24126],0,29,4,5,0,3,11,2,0,1,3,0,624
24127,송파구,몽촌토성역 [24127],0,332,60,52,105,25,28,16,18,13,11,4,906
24128,송파구,신천동진주아파트 [24128],38,882,277,99,180,83,59,45,29,50,20,40,1798
24129,송파구,잠실나루역 [24129],55,302,115,44,24,40,28,13,5,18,14,1,1122
24130,송파구,잠실중학교.장미종합상가 [24130],36,561,162,99,23,75,79,22,8,27,65,1,881
24131,송파구,잠실중학교 [24131],36,607,180,120,23,77,79,22,9,27,69,1,1189
24132,송파구,잠실역8번출구 [24132],112,811,250,385,41,42,11,3,10,14,50,5,1644
24135,송파구,잠실역9번출구 [24135],35,818,262,230,123,63,37,19,25,17,37,5,1975
24139,송파구,잠실5단지 [24139],119,201,39,54,13,28,15,42,5,1,4,0,534
24140,송파구,잠실리센츠아파트앞 [24140],1,194,35,52,12,27,15,42,6,1,4,0,645
24141,송파구,잠실새내역.잠실2동주민센터 [24141],242,919,150,251,36,134,121,81,15,37,86,8,1774
24142,송파구,잠실엘스아파트앞 [24142],433,1377,384,236,88,164,113,71,31,118,137,35,2458
24145,송파구,잠실트리지움아파트앞 [24145],2,195,35,52,12,27,16,42,6,1,4,0,850
24147,송파구,갤러리아팰리스 [24147],8,201,39,53,13,28,15,42,6,1,4,0,797
24148,송파구,잠실트리지움 [24148],0,201,40,53,12,28,15,42,6,1,4,0,930
24149,송파구,영동일고레이크팰리스앞 [24149],1,465,113,70,30,66,97,27,5,29,26,2,1106
24150,송파구,영동일고.트리지움동문앞 [24150],0,441,105,67,27,57,98,27,4,29,26,1,1116
24152,송파구,잠실트리지움 [24152],115,690,164,87,45,89,167,41,12,50,31,4,1573
24153,송파구,잠실119안전센터 [24153],55,519,133,70,54,82,80,29,8,37,19,7,1325
24155,광진구,아시아선수촌아파트 [24155],179,723,204,91,147,43,56,41,54,54,18,15,1417
24156,송파구,아주중학교 [24156],10,80,13,17,14,9,11,4,5,6,1,0,343
24160,송파구,잠실우성4차현대아파트 [24160],129,565,111,97,86,90,61,38,26,31,11,14,1729
24161,송파구,잠실우성4차현대아파트 [24161],132,566,104,92,91,89,61,39,30,32,16,12,1673
24165,송파구,아주중학교 [24165],31,178,31,38,26,29,14,9,8,20,2,1,554
24167,송파구,삼전역 [24167],115,632,159,106,56,84,84,35,19,45,30,14,1758
24168,송파구,송파구민회관구의회 [24168],138,571,151,99,71,82,50,30,16,39,25,8,1426
24169,송파구,송파구민회관구의회 [24169],120,562,144,92,78,80,54,28,15,39,23,9,1387
24176,송파구,삼전사회복지관 [24176],8,86,14,14,21,23,5,4,3,2,0,0,452
24178,송파구,석촌고분역.올림픽병원 [24178],85,640,173,96,108,87,54,28,20,36,25,13,1322
24179,송파구,석촌고분역.올림픽병원 [24179],78,562,143,88,93,75,50,26,17,33,21,16,1352
24181,송파구,석촌역.잠실한솔아파트 [24181],82,652,140,121,85,75,67,36,37,31,50,10,2120
24185,송파구,석촌동남현교회앞 [24185],43,438,109,92,24,72,53,26,17,13,22,10,986
24188,송파구,송파책박물관.헬리오시티 [24188],107,698,189,143,60,88,103,32,14,29,32,8,1346
24194,송파구,송파여성문화회관 [24194],47,677,172,102,103,92,76,27,24,38,31,12,2068
24196,송파구,송파초등학교.송파동성당 [24196],111,693,214,96,144,80,58,33,21,28,10,9,2086
24201,송파구,송파동한양1차아파트 [24201],32,429,87,91,52,62,52,26,15,29,15,0,1202
24203,송파구,송파역 [24203],7,203,64,42,23,13,31,6,11,2,11,0,901
24204,송파구,성지아파트 [24204],20,243,51,48,53,23,31,9,13,10,4,1,975
24205,송파구,송파동삼익아파트 [24205],4,193,50,40,12,25,22,17,8,13,5,1,954
24206,송파구,삼익아파트미성아파트 [24206],56,314,70,64,24,48,51,17,7,22,11,0,814
24207,송파구,송파2동한양삼성아파트 [24207],35,423,81,94,53,59,52,26,14,29,15,0,1195
24210,송파구,방이중학교 [24210],38,763,161,118,199,80,52,43,45,25,24,16,2013
24212,송파구,송파나루역.방이전통시장서문 [24212],112,840,282,129,154,80,47,36,25,39,34,14,2187
24213,송파구,송파나루역.방이전통시장서문 [24213],144,772,241,129,140,71,49,31,23,38,36,14,2240
24216,송파구,잠실진주아파트 [24216],92,1022,353,111,201,93,57,46,32,62,23,44,1982
24217,송파구,올림픽베어스타운아파트앞 [24217],27,201,52,40,23,28,24,14,1,10,5,4,778
24219,송파구,방이전통시장동문 [24219],131,451,95,117,64,58,41,17,10,26,16,7,1486
24221,송파구,올림픽공원남2문 [24221],4,235,73,43,29,21,36,11,3,13,4,2,613
24222,강동구,올림픽공원장미광장 [24222],57,309,106,35,31,20,84,5,5,20,2,1,937
24224,송파구,한양 삼익아파트 [24224],55,231,53,45,21,40,37,8,7,13,7,0,730
24228,송파구,신구블레스밸리 [24228],61,479,124,77,54,57,103,16,12,26,6,4,1178
24231,송파구,올림픽회관 [24231],60,82,16,21,18,0,8,2,4,8,4,1,179
24232,강동구,풍납동극동 [24232],33,226,40,46,49,18,25,9,5,12,18,4,748
24233,송파구,한성백제박물관 [24233],6,132,32,26,16,14,21,12,1,6,2,2,698
24234,강동구,서울체육중.고등학교 [24234],2,195,64,25,11,18,35,16,6,10,10,0,711
24235,강동구,둔촌오륜역.서문교회 [24235],0,26,4,5,2,2,5,7,0,1,0,0,38
24236,강동구,서하남IC입구 [24236],0,7,1,4,0,1,0,0,0,1,0,0,45
24239,강동구,올림픽공원장미광장 [24239],24,250,77,23,24,19,76,4,4,15,7,1,856
24240,송파구,올림픽공원남2문 [24240],0,161,50,29,21,15,26,7,2,8,3,0,528
24242,강동구,보성중고등학교 [24242],0,25,4,7,4,2,4,1,1,0,2,0,239
24243,강동구,보성중고등학교 [24243],1,27,7,8,4,2,2,1,1,0,2,0,451
24244,강동구,올림픽공원역 [24244],1,255,41,124,13,21,20,14,5,5,12,0,265
24245,강동구,올림픽공원역 [24245],249,256,42,124,13,21,20,14,5,5,12,0,265
24246,강동구,올림픽공원테니스장 [24246],2,97,21,10,5,9,33,5,1,5,8,0,738
24247,강동구,올림픽선수촌아파트 [24247],2,37,4,3,4,6,9,2,1,1,7,0,631
24248,송파구,방이역 [24248],135,731,199,112,39,67,166,26,12,59,45,6,1183
24249,송파구,오금역.오금동현대아파트 [24249],65,302,107,53,50,18,20,11,14,18,10,1,892
24250,송파구,오금공원앞 [24250],0,144,22,29,7,26,17,7,1,12,23,0,690
24251,송파구,오금동상아아파트 [24251],84,373,86,77,29,43,45,14,9,36,34,0,853
24252,송파구,보인고교.오금동삼성아파트 [24252],3,233,51,50,22,21,36,8,5,21,19,0,846
24253,강동구,송파사회복지관.성요셉성당 [24253],13,146,41,24,14,30,23,2,8,4,0,0,858
24256,강동구,송파참병원 [24256],36,328,82,77,27,43,36,16,18,22,7,0,574
24259,강동구,신흥운수입구 [24259],57,246,52,54,27,33,26,10,23,15,5,1,538
24263,강동구,오금공원사거리 [24263],30,289,60,53,44,37,41,10,19,19,4,2,804
24264,송파구,오금동대림아파트 [24264],104,537,129,97,37,55,102,20,14,45,32,6,1112
24266,강동구,송파도서관 [24266],55,221,58,47,26,30,29,10,8,10,2,1,754
24267,강동구,우창아파트 [24267],32,272,63,64,23,32,32,10,4,21,23,0,699
24268,강동구,오금동사거리 [24268],47,316,84,72,31,44,36,16,14,16,3,0,609
24272,송파구,체육문화회관 [24272],69,298,52,68,18,34,40,20,17,17,32,0,763
24274,강동구,송파사회복지관 [24274],18,161,46,29,17,29,24,3,9,4,0,0,850
24275,송파구,거여아파트단지앞 [24275],119,261,44,54,16,31,38,21,17,14,26,0,789
24276,강동구,거여역5번출구 [24276],133,504,155,96,27,57,32,24,15,42,55,1,917
24279,강동구,종점 [24279],27,211,35,54,19,24,20,31,13,5,7,3,623
24282,강동구,마천1동주민센터.송파롯데캐슬 [24282],51,543,142,203,12,47,32,32,13,26,33,3,1406
24293,강동구,마천동금호어울림1차아파트 [24293],64,362,109,101,29,46,21,26,12,10,4,4,933
24295,강동구,마천시장마천동우방아파트앞 [24295],59,357,100,143,12,49,18,11,11,10,3,0,932
24296,강동구,남천초교마천동우방아파트앞 [24296],66,314,90,119,12,42,18,11,11,8,3,0,884
24297,강동구,청암노인요양원 [24297],14,133,27,40,13,20,10,6,7,7,3,0,802
24298,강동구,청암노인요양원 [24298],10,206,51,75,10,34,12,6,8,7,3,0,782
24299,강동구,마천동사거리 [24299],90,476,131,118,30,59,31,25,15,26,36,5,1109
24300,강동구,마천동사거리 [24300],86,515,131,142,31,64,32,25,17,28,40,5,1134
24305,송파구,복정역1번출구 [24305],0,8,1,4,0,3,0,0,0,0,0,0,68
24311,송파구,문정대우아파트 [24311],13,318,72,56,58,54,30,22,9,11,2,4,1299
24312,송파구,삼성래미안아파트후문 [24312],35,173,36,32,21,23,26,16,6,6,5,2,519
24313,송파구,문정시영가락프라자아파트 [24313],9,142,34,33,16,14,18,10,8,5,4,0,508
24314,송파구,문정시영.세양청마루아파트 [24314],21,233,53,50,39,31,22,13,12,7,6,0,528
24316,송파구,한림연예예술고교 [24316],35,280,71,40,45,37,33,23,8,13,8,2,592
24323,송파구,문정동푸르지오아파트 [24323],53,374,82,66,56,69,39,28,7,17,3,7,1442
24325,송파구,문정동래미안아파트 [24325],4,301,44,76,23,41,45,20,17,12,20,3,998
24326,송파구,문정래미안현대아파트앞 [24326],4,259,48,49,25,41,38,17,9,14,15,3,1027
24327,송파구,문정현대아파트 [24327],55,422,75,102,41,71,50,24,17,19,17,6,1155
24329,송파구,문정현대아파트 [24329],22,285,38,73,22,39,40,19,17,12,20,5,1055
24331,송파구,문정동제일은행 [24331],55,653,129,90,185,86,45,42,33,23,9,11,4007
24332,송파구,삼성래미안아파트후문 [24332],9,147,29,29,17,16,24,15,6,4,5,2,535
24333,송파구,문정2동주민센터.청소년수련관 [24333],0,134,18,31,9,22,26,14,3,7,3,1,229
24334,송파구,훼미리근린공원 [24334],29,123,22,42,11,4,12,0,1,8,22,1,565
24335,송파구,문정로데오거리입구 [24335],10,390,44,82,131,21,18,13,41,10,30,0,2367
24338,송파구,오금역2번출구 [24338],13,358,72,50,129,27,34,6,28,6,6,0,730
24339,송파구,오금역3번출구 [24339],36,313,46,46,128,27,27,4,29,4,2,0,761
24341,강동구,위례포레샤인18단지남문 [24341],0,5,2,1,1,0,0,1,0,0,0,0,12
24342,강동구,힐스테이트센트럴위례 [24342],0,5,2,1,1,0,0,1,0,0,0,0,13
24349,송파구,삼환아파트 [24349],24,326,77,66,26,34,43,12,7,31,30,0,821
24350,송파구,송파배드민턴체육관 [24350],5,181,41,42,19,25,21,10,7,12,4,0,765
24352,송파구,문정시영가락프라자아파트 [24352],13,126,25,28,13,12,18,12,7,6,5,0,506
24353,송파구,가락2동프라자아파트 [24353],90,376,104,77,49,50,38,17,14,21,6,0,857
24355,송파구,극동아파트 [24355],51,576,127,117,60,77,97,25,19,32,22,0,992
24357,송파구,가락동극동아파트 [24357],68,522,104,104,52,73,92,20,19,32,26,0,976
24358,송파구,가락동쌍용아파트앞 [24358],111,334,59,73,21,50,68,16,14,16,15,2,1039
24360,송파구,가동초등학교 [24360],33,186,26,37,20,22,45,9,7,9,11,0,945
24361,송파구,가락2동주민센터 [24361],33,468,66,75,160,48,47,14,46,6,3,3,1033
24362,송파구,가락2동주민센터 [24362],37,475,67,76,163,49,46,14,47,7,3,3,1062
24364,송파구,문정로데오거리입구 [24364],24,295,53,95,58,26,14,12,18,8,11,0,2688
24366,송파구,건너말공원입구 [24366],66,504,96,114,88,66,34,19,24,22,30,11,1440
24369,송파구,송파경찰서.오금역 [24369],42,495,118,77,144,38,36,13,37,20,11,1,836
24370,송파구,가락동쌍용아파트 [24370],4,232,59,48,19,30,19,20,13,17,5,2,945
24371,송파구,가락대림아파트 [24371],45,286,60,59,52,31,32,10,11,18,10,3,1042
24372,송파구,신가초등학교 [24372],56,583,184,101,88,51,40,21,14,51,15,18,1240
24376,송파구,포레나송파 [24376],0,22,4,6,1,3,4,2,0,2,0,0,35
24377,송파구,경찰병원.KT가락지사 [24377],110,862,300,117,164,57,34,27,38,76,30,19,1883
24378,송파구,경찰병원.KT가락지사 [24378],48,873,306,122,165,56,37,26,38,76,29,18,1976
24379,송파구,경찰병원.서울동부고용노동지청 [24379],117,876,282,106,200,54,35,28,52,73,30,16,1843
24380,송파구,가락시장역4번출구.제일오피스텔 [24380],254,869,254,119,225,33,30,26,68,75,34,5,1623
24381,강동구,위례호반써밋 [24381],0,22,4,6,1,3,4,2,0,2,0,0,28
24383,강동구,북위례입구 [24383],0,23,5,6,5,1,1,1,2,2,0,0,74
24384,강동구,위례포레자이 [24384],0,16,4,4,4,0,1,0,1,2,0,0,67
24386,송파구,가락시장.가락몰 [24386],68,254,30,57,83,7,19,3,21,10,23,1,759
24387,송파구,가락시장남문 [24387],0,19,2,5,6,0,3,0,1,0,1,1,181
24388,송파구,가락시장.헬리오시티 [24388],0,1,0,1,0,0,0,0,0,0,0,0,504
24389,송파구,가락시장.헬리오시티 [24389],0,276,97,113,22,12,6,6,12,1,7,0,497
24390,송파구,가락1동주민센터 [24390],1,276,97,113,22,12,6,6,12,1,7,0,331
24391,송파구,서울방이동고분군 [24391],76,564,130,117,80,72,58,22,23,38,20,4,1382
24392,송파구,문정동대우아파트 [24392],22,314,69,54,55,55,35,23,8,10,2,3,1304
24394,강동구,풍납토성서성벽 [24394],1,28,3,11,2,4,2,0,1,3,0,2,136
24395,송파구,가락시장동문 [24395],7,262,94,32,16,18,11,19,4,46,19,3,1290
24396,송파구,몽촌토성역.한성백제역 [24396],118,653,116,81,210,66,53,39,43,17,12,16,1221
24397,강동구,풍납동강변현대아파트 [24397],5,33,1,10,6,5,5,2,3,0,0,1,184
24403,강동구,거여역7번출구 [24403],92,586,142,121,35,69,65,31,24,47,52,0,808
24404,강동구,거여역6번출구 [24404],60,546,135,113,32,62,55,29,22,47,51,0,807
24408,강동구,오륜사거리 [24408],28,136,35,34,13,14,17,7,7,6,3,0,417
24409,강동구,오륜사거리 [24409],44,236,62,57,16,33,26,16,10,12,4,0,496
24431,강동구,갑을.미성아파트 [24431],7,54,8,13,10,9,6,3,3,1,0,1,206
24432,송파구,송파배드민턴체육관 [24432],7,161,30,39,21,24,17,10,7,9,4,0,717
24434,강동구,풍납중학교앞 [24434],8,96,9,24,37,5,7,4,2,2,4,2,327
24435,송파구,복정역3번출구 [24435],0,1,0,1,0,0,0,0,0,0,0,0,87
24442,송파구,장지역2번출구 [24442],15,1300,174,605,242,58,41,49,96,11,22,2,1644
24444,송파구,가락시장역5번출구 [24444],164,770,197,110,217,32,28,24,70,49,39,4,1520
24445,강동구,올림픽대교남단교차로 [24445],0,135,17,33,42,10,11,6,4,5,5,2,317
24448,송파구,아이코리아 [24448],3,11,3,1,1,1,2,2,1,0,0,0,211
24452,송파구,송파파인타운8단지.9단지 [24452],23,1172,162,552,210,53,36,44,80,11,22,2,1575
24453,송파구,송파구립산모건강증진센터 [24453],46,1296,168,609,237,60,41,51,95,11,22,2,1604
24454,송파구,장지동주민센터앞 [24454],40,218,56,32,32,31,23,16,7,9,10,2,400
24455,송파구,장지동주민센터.송파파인타운1단지 [24455],30,217,57,31,31,31,23,16,7,9,10,2,407
24457,송파구,건영아파트앞 [24457],83,568,151,77,106,65,58,22,32,35,17,5,2752
24458,송파구,잠실새내역앞 [24458],209,1437,339,353,65,185,153,94,20,80,123,25,2283
24459,송파구,가락래미안앞 [24459],0,112,17,27,8,23,14,6,1,6,10,0,715
24462,송파구,송파파인타운2단지.구립송파복지센터 [24462],4,218,54,33,35,32,21,21,6,9,5,2,495
24463,송파구,송파파인타운3단지.한림예고 [24463],4,194,51,30,27,28,23,18,2,9,5,1,464
24464,송파구,송파글마루도서관.버들어린이집 [24464],0,89,20,13,6,7,25,9,1,7,1,0,496
24466,송파구,문현고등학교.송파파인타운5단지 [24466],2,213,55,33,33,21,28,10,7,16,7,3,780
24467,송파구,문현고등학교 [24467],1,263,62,43,40,27,36,11,7,19,14,4,1777
24468,강동구,풍납현대아파트 [24468],4,524,139,87,125,34,41,17,23,28,22,8,1076
24469,송파구,문정3차푸르지오아파트.송파파인타운1단지 [24469],38,182,49,26,20,25,22,15,7,7,9,2,366
24472,송파구,가든파이브 [24472],34,628,75,161,216,31,24,43,66,9,3,0,1835
24475,송파구,장지역가든파이브 [24475],172,1444,201,631,315,63,28,59,113,14,17,3,2379
24476,송파구,장지역가든파이브 [24476],172,1423,202,620,304,63,29,59,110,14,19,3,2107
24478,송파구,가든파이브공구상가 [24478],240,395,59,86,134,20,19,31,41,4,1,0,925
24481,송파구,석촌호수서호사거리 [24481],118,449,191,47,76,37,20,15,13,33,6,11,1076
24482,송파구,석촌호수서호사거리 [24482],89,403,174,38,71,31,18,11,12,31,6,11,1018
24483,송파구,미켈란호수가아파트 [24483],32,396,153,54,55,40,30,16,16,19,4,9,1287
24484,송파구,미켈란호수가아파트 [24484],42,417,162,60,68,36,30,10,17,20,5,9,1214
24486,송파구,호수임광아파트 [24486],45,688,286,75,146,54,31,17,27,31,9,12,2411
24489,송파구,문정중학교후문 [24489],34,252,55,45,28,38,42,20,10,7,6,1,716
24490,송파구,문정동래미안아파트남문 [24490],34,234,49,43,27,32,40,19,10,7,6,1,688
24491,강동구,파크데일아파트입구 [24491],41,258,73,62,22,35,20,22,10,8,3,3,843
24496,송파구,송파푸르지오시티.한화오벨리스크 [24496],80,692,125,90,231,83,48,44,43,22,6,0,2801
24497,송파구,송파푸르지오시티.한화오벨리스크 [24497],104,784,126,105,289,86,53,47,50,22,6,0,2588
24499,송파구,복정역 [24499],0,1,0,1,0,0,0,0,0,0,0,0,17
24510,송파구,잠실4동주민센터.파크리오B상가 [24510],18,81,16,21,18,0,8,2,4,8,4,0,458
