ARS,자치구,정류장이름,최근접지하철_거리_m,최근접역명,최근접역호선,최근접역_승하차_일평균
16217,강서구,발산역.우장산힐스테이트 [16217],282.9,발산,5호선,49114.0
16219,강서구,발산역2번출구 [16219],182.7,발산,5호선,49114.0
16220,강서구,발산역3번출구 [16220],208.4,발산,5호선,49114.0
16221,강서구,서울호서전문학교.등촌주공3단지아파트 [16221],497.9,발산,5호선,49114.0
16223,강서구,서울강서우체국 [16223],430.1,양천향교,9호선,22625.0
16225,강서구,양천향교역.휴먼빌아파트 [16225],95.3,양천향교,9호선,22625.0
16226,강서구,양천향교입구 [16226],182.5,양천향교,9호선,22625.0
16228,강서구,가양한강타운아파트 [16228],320.9,양천향교,9호선,22625.0
16229,강서구,가양2단지성지아파트.동양고등학교 [16229],479.7,양천향교,9호선,22625.0
16230,강서구,가양2단지성지아파트.동양고등학교 [16230],549.0,양천향교,9호선,22625.0
16231,강서구,한보구암마을아파트 [16231],680.5,양천향교,9호선,22625.0
16232,강서구,가양동천주교.영등포공업고등학교 [16232],734.1,양천향교,9호선,22625.0
16233,강서구,공진중학교 우체국앞 허준박물관 [16233],663.4,가양,9호선,44311.0
16235,강서구,가양도시개발4단지아파트 [16235],440.1,가양,9호선,44311.0
16236,강서구,대림경동아파트 [16236],476.7,가양,9호선,44311.0
16237,강서구,가양도시개발5단지아파트 [16237],320.7,가양,9호선,44311.0
16238,강서구,가양2동강변아파트 [16238],325.5,가양,9호선,44311.0
16239,강서구,가양6단지아파트 [16239],349.6,가양,9호선,44311.0
16240,강서구,가양초등학교 [16240],474.8,가양,9호선,44311.0
16241,강서구,강서구청별관 [16241],461.8,증미,9호선,15432.0
16242,강서구,가양3동주민센터 [16242],455.5,증미,9호선,15432.0
16243,강서구,가양3동도시개발9단지아파트 [16243],292.5,증미,9호선,15432.0
16244,강서구,가양도시개발9단지.세현고등학교 [16244],304.5,증미,9호선,15432.0
16245,강서구,염창동아3차아파트.나이아가라호텔 [16245],340.1,염창,9호선,36267.0
16247,강서구,염창동새마을금고 [16247],390.8,염창,9호선,36267.0
16249,강서구,염창동한마음.관음삼성아파트 [16249],444.7,등촌,9호선,25200.0
16250,강서구,염창동관음삼성아파트 [16250],411.5,등촌,9호선,25200.0
16251,강서구,태영.삼성한사랑아파트 [16251],403.9,증미,9호선,15432.0
16252,강서구,금호.한솔아파트 [16252],380.3,증미,9호선,15432.0
16253,강서구,블루나인비지니스센터.이마트 [16253],204.4,증미,9호선,15432.0
16255,강서구,이마트.강서소방서 [16255],67.7,증미,9호선,15432.0
16256,강서구,강서소방서.이마트.증미역 [16256],27.1,증미,9호선,15432.0
16258,강서구,가양역.현대아파트 [16258],227.8,가양,9호선,44311.0
16259,강서구,가양역.우성아파트 [16259],43.1,가양,9호선,44311.0
16260,강서구,가양역.우성아파트 [16260],142.1,가양,9호선,44311.0
16261,강서구,SBS공개홀 [16261],397.4,가양,9호선,44311.0
16265,강서구,등촌동대림아파트 [16265],630.3,가양,9호선,44311.0
16266,강서구,강서한강자이아파트 [16266],686.6,양천향교,9호선,22625.0
16267,강서구,가양동CJ주식회사 [16267],370.8,양천향교,9호선,22625.0
16269,강서구,양천초등학교.겸재정선미술관 [16269],117.6,양천향교,9호선,22625.0
16270,강서구,양천향교역8번출구. 양천초교 [16270],84.9,양천향교,9호선,22625.0
16271,강서구,겸재정선미술관 [16271],288.7,양천향교,9호선,22625.0
16273,강서구,마곡실내배드민턴장 [16273],683.3,마곡나루,9호선,60673.0
16274,강서구,마곡실내배드민턴장 [16274],770.1,마곡나루,9호선,60673.0
16275,강서구,서남물재생센터 [16275],688.3,마곡나루,9호선,60673.0
16277,강서구,서남환경공원 [16277],800.2,마곡나루,9호선,60673.0
16278,강서구,서남환경공원 [16278],792.9,신방화,9호선,14172.0
16280,강서구,방화동도시개발2단지아파트 [16280],689.9,신방화,9호선,14172.0
16287,강서구,개화산역 [16287],13.5,개화산,5호선,12342.0
16295,강서구,등촌3동주공4단지아파트 [16295],645.0,발산,5호선,49114.0
16296,강서구,등촌동부영아파트 [16296],637.9,양천향교,9호선,22625.0
16297,강서구,등촌3동주공10단지아파트 [16297],624.6,가양,9호선,44311.0
16298,강서구,등촌3동대림아파트 [16298],628.9,가양,9호선,44311.0
16301,강서구,마곡13단지힐스테이트아파트 [16301],725.2,송정,5호선,12762.0
16303,강서구,강서공업고등학교 [16303],403.1,방화,5호선,14458.0
16304,강서구,방화동도시개발1.2단지아파트 [16304],440.4,방화,5호선,14458.0
16305,강서구,서울항공비즈니스고등학교 [16305],220.4,신방화,9호선,14172.0
16307,강서구,공항중학교 [16307],438.9,송정,5호선,12762.0
16309,강서구,양천향교역 [16309],161.1,양천향교,9호선,22625.0
16342,강서구,가양7단지상가 [16342],366.0,증미,9호선,15432.0
16348,강서구,가양7단지상가앞 [16348],370.1,증미,9호선,15432.0
16385,강서구,"마곡나루역4번출구,서울식물원 [16385]",47.2,마곡나루,공항철도1호선,60673.0
16386,강서구,"마곡나루역4번출구,서울식물원 [16386]",22.1,마곡나루,공항철도1호선,60673.0
16387,강서구,마곡역교차로 [16387],290.8,마곡,5호선,32768.0
16388,강서구,이대서울병원 [16388],251.0,발산,5호선,49114.0
16393,강서구,발산역7번출구 [16393],97.3,발산,5호선,49114.0
16394,강서구,신방화역5번출구 [16394],76.3,신방화,9호선,14172.0
16395,강서구,마곡엠밸리6.7단지.마곡중학교 [16395],430.5,신방화,9호선,14172.0
16396,강서구,마곡나루역 [16396],133.3,마곡나루,9호선,60673.0
16397,강서구,마곡역 [16397],159.5,마곡,5호선,32768.0
16399,강서구,마곡나루역1번출구 [16399],69.4,마곡나루,9호선,60673.0
16400,강서구,마곡동로사거리 [16400],539.6,마곡,5호선,32768.0
16410,강서구,한국공항공사 [16410],213.7,김포공항,5호선,62460.0
16416,강서구,마곡수명산파크7단지 [16416],1170.7,우장산,5호선,31082.0
16417,강서구,마곡수명산파크5단지6단지 [16417],981.1,마곡,5호선,32768.0
16418,강서구,마곡수명산파크2단지 [16418],589.5,마곡,5호선,32768.0
16420,강서구,마곡수명산파크3단지4단지 [16420],939.6,마곡,5호선,32768.0
16423,강서구,마곡역2번출구 [16423],43.2,마곡,5호선,32768.0
16427,강서구,마곡엠밸리14단지아파트 [16427],312.0,마곡,5호선,32768.0
16428,강서구,마곡엠밸리15단지아파트 [16428],324.4,마곡,5호선,32768.0
16429,강서구,발산역9번출구 [16429],107.9,발산,5호선,49114.0
16432,강서구,신방화사거리 [16432],580.8,신방화,9호선,14172.0
16453,강서구,송정중학교후문 [16453],844.9,송정,5호선,12762.0
16493,강서구,방화중학교 [16493],357.2,김포공항,서해선,62460.0
16532,강서구,다솔마을 [16532],784.7,송정,5호선,12762.0
16606,강서구,마곡나루역 [16606],65.0,마곡나루,9호선,60673.0
16608,강서구,롯데R&D센터 [16608],511.6,마곡나루,9호선,60673.0
16700,강서구,롯데R&D센터 [16700],405.6,마곡나루,9호선,60673.0
16702,강서구,마곡엠밸리7단지.712동 [16702],337.2,마곡나루,9호선,60673.0
16703,강서구,신방화역4번출구.마곡중학교 [16703],293.4,신방화,9호선,14172.0
16704,강서구,신방화역7번출구 [16704],103.8,신방화,9호선,14172.0
16706,강서구,마곡엠밸리5단지 [16706],148.9,신방화,9호선,14172.0
16844,양천구,✈️ 목동사거리 [16844],521.4,목동,5호선,34875.0
16975,강서구,강서농수산물도매시장 [16975],983.0,마곡,5호선,32768.0
17101,구로구,신도림역 [17101],264.7,신도림,경부선,108489.0
17105,구로구,한국SGI [17105],692.6,구로,경부선,35533.0
17107,구로구,거리공원 [17107],792.7,대림(구로구청),2호선,70159.0
17108,구로구,구로도서관.대성스카이렉스 [17108],777.2,대림(구로구청),2호선,70159.0
17111,구로구,구로구청 [17111],635.2,대림(구로구청),2호선,70159.0
17113,구로구,고대구로병원후문 [17113],827.9,남구로,7호선,30675.0
17116,구로구,영서중학교 [17116],447.4,대림(구로구청),2호선,70159.0
17122,구로구,한국산업단지공단.이마트구로점 [17122],428.6,구로디지털단지,2호선,113519.0
17147,구로구,구로역.구로기계공구상가 [17147],265.2,구로,경부선,35533.0
17155,구로구,구로역 [17155],200.2,구로,경부선,35533.0
17170,양천구,오류1동주민센터.오류문화센터 [17170],230.5,오류동,경인선,23163.0
17171,양천구,오류동역 [17171],218.9,오류동,경인선,23163.0
17172,양천구,오류동역 [17172],276.5,오류동,경인선,23163.0
17173,양천구,씨티월드 [17173],413.3,오류동,경인선,23163.0
17174,양천구,오류지구대.텃골 [17174],521.5,오류동,경인선,23163.0
17175,양천구,서울가든빌라앞 [17175],634.4,온수(성공회대입구),경인선,33053.0
17176,양천구,서울가든빌라앞 [17176],676.3,온수(성공회대입구),경인선,33053.0
17177,양천구,성공회대학교유한공고앞 [17177],340.7,온수(성공회대입구),경인선,33053.0
17178,양천구,영풍마드레빌아파트.소공원사거리 [17178],502.1,천왕,7호선,23743.0
17185,양천구,온수역 [17185],47.1,온수(성공회대입구),경인선,33053.0
17201,양천구,구로우체국.이펜하우스5단지후문 [17201],606.7,천왕,7호선,23743.0
17202,양천구,천왕역4번출구 [17202],96.4,천왕,7호선,23743.0
17208,양천구,대원주유소 [17208],857.2,개봉,경인선,46821.0
17223,양천구,고척파크푸르지오아파트 [17223],786.0,양천구청,2호선,14379.0
17225,양천구,고척시장 [17225],1004.8,양천구청,2호선,14379.0
17227,양천구,고척중학교 [17227],736.2,구일,경인선,17008.0
17228,양천구,고척중학교 [17228],771.4,개봉,경인선,46821.0
17229,구로구,구로디지털단지역 [17229],197.5,구로디지털단지,2호선,113519.0
17232,구로구,구일우성아파트 [17232],856.0,구일,경인선,17008.0
17233,양천구,개봉역 [17233],269.6,개봉,경인선,46821.0
17234,양천구,개봉역 [17234],223.0,개봉,경인선,46821.0
17237,구로구,구로1동우체국 [17237],660.3,구일,경인선,17008.0
17293,구로구,구로구청 [17293],642.1,대림(구로구청),2호선,70159.0
17296,구로구,대림역 [17296],56.9,대림(구로구청),2호선,70159.0
17305,양천구,거성푸르뫼아파트 [17305],665.7,오류동,경인선,23163.0
17310,구로구,구로역.나인스애비뉴 [17310],379.8,구로,경부선,35533.0
17315,양천구,동부골든아파트후문 [17315],635.1,오류동,경인선,23163.0
17359,양천구,항동하버라인3단지 [17359],1234.9,역곡,경인선,55206.0
17360,양천구,항동하버라인3단지 [17360],1216.6,역곡,경인선,55206.0
17361,양천구,푸른수목원 [17361],1178.1,온수(성공회대입구),7호선,33053.0
17362,양천구,항동복합행정센터 [17362],1118.0,역곡,경인선,55206.0
17363,양천구,푸른수목원 [17363],1212.6,온수(성공회대입구),7호선,33053.0
17364,양천구,항동복합행정센터 [17364],1138.4,역곡,경인선,55206.0
17369,양천구,푸른수목원후문.저수지앞 [17369],920.8,온수(성공회대입구),7호선,33053.0
17370,양천구,항동중흥S클래스 [17370],999.6,역곡,경인선,55206.0
17371,양천구,항동하버라인2단지 [17371],994.6,역곡,경인선,55206.0
17389,구로구,디지털단지오거리 [17389],538.7,가산디지털단지,7호선,117228.0
17397,양천구,연지타운2단지 [17397],371.8,천왕,7호선,23743.0
17399,양천구,연지타운2단지 [17399],384.3,천왕,7호선,23743.0
17600,양천구,천왕역1번출구 [17600],104.5,천왕,7호선,23743.0
17700,양천구,천왕이펜하우스2단지 [17700],126.8,천왕,7호선,23743.0
17701,양천구,구로우체국.이펜하우스3단지후문 [17701],605.3,천왕,7호선,23743.0
17704,양천구,금강수목원아파트 [17704],480.9,천왕,7호선,23743.0
17717,구로구,구로중학교 [17717],419.3,대림(구로구청),2호선,70159.0
17834,구로구,신도림역 [17834],210.9,신도림,2호선,108489.0
17848,양천구,천왕이펜하우스3단지입구 [17848],468.5,천왕,7호선,23743.0
17949,구로구,동아1차아파트102동 [17949],401.9,도림천,2호선,3097.0
17975,양천구,천왕이펜하우스3단지입구 [17975],435.2,천왕,7호선,23743.0
17982,양천구,천왕역2번출구 [17982],44.7,천왕,7호선,23743.0
17984,양천구,천왕이펜하우스4단지 [17984],618.3,천왕,7호선,23743.0
17985,양천구,천왕이펜하우스6단지 [17985],821.0,천왕,7호선,23743.0
17986,양천구,천왕이펜하우스5단지 [17986],758.7,천왕,7호선,23743.0
17987,양천구,천왕이펜하우스3.4단지 [17987],597.3,천왕,7호선,23743.0
17999,양천구,유한공고.성공회대학교 [17999],319.7,온수(성공회대입구),7호선,33053.0
18101,구로구,한일유엔아이아파트 [18101],705.9,가산디지털단지,경부선,117228.0
18106,구로구,가산디지털단지역 [18106],139.5,가산디지털단지,경부선,117228.0
18108,구로구,디지털3단지.월드벤처센터 [18108],325.0,가산디지털단지,7호선,117228.0
18110,구로구,디지털3단지사거리 [18110],444.9,가산디지털단지,7호선,117228.0
18112,구로구,디지털3단지사거리 [18112],517.4,가산디지털단지,7호선,117228.0
18114,구로구,금천패션아울렛사거리.W몰 [18114],547.5,가산디지털단지,7호선,117228.0
18115,구로구,금천패션아울렛사거리.현대아울렛 [18115],570.5,가산디지털단지,7호선,117228.0
18120,구로구,가산동주민센터.금천글로벌센터 [18120],929.6,가산디지털단지,7호선,117228.0
18122,금천구,구립가산도서관.두산위브아파트 [18122],975.3,독산,경부선,32706.0
18124,금천구,독산사거리 [18124],841.2,독산,경부선,32706.0
18126,금천구,독산주공13단지 [18126],577.2,금천구청,경부선,22641.0
18127,금천구,독산1동한신코아 [18127],523.1,금천구청,경부선,22641.0
18128,금천구,독산주공14단지 [18128],641.1,독산,경부선,32706.0
18129,금천구,독산주공14단지 [18129],609.9,독산,경부선,32706.0
18130,금천구,독산근린공원 [18130],504.4,독산,경부선,32706.0
18133,금천구,독산동우시장.금천50플러스센터 [18133],551.2,독산,경부선,32706.0
18135,금천구,시흥사거리.금천파출소 [18135],524.8,금천구청,경부선,22641.0
18136,금천구,벽산아파트1단지.호압사입구 [18136],2384.7,금천구청,경부선,22641.0
18137,금천구,벽산아파트1단지.호압사입구 [18137],2375.3,서울대벤처타운,신림선,20138.0
18139,금천구,벽산아파트5단지 [18139],1911.4,석수,경부선,16589.0
18144,금천구,독산한신아파트 [18144],383.5,금천구청,경부선,22641.0
18145,금천구,금하마을 [18145],274.3,금천구청,경부선,22641.0
18146,금천구,독산고개 [18146],1108.5,구로디지털단지,2호선,113519.0
18148,금천구,독산사거리앞 [18148],987.5,독산,경부선,32706.0
18149,금천구,남문시장.청춘빌딩 [18149],1085.6,독산,경부선,32706.0
18150,금천구,금천우체국.독산1동주민센터 [18150],850.9,독산,경부선,32706.0
18152,금천구,홈플러스금천점 [18152],787.8,독산,경부선,32706.0
18164,금천구,남서울힐스테이트.국립전통예술고 [18164],1279.7,금천구청,경부선,22641.0
18165,금천구,금천폭포공원.천주교시흥성당 [18165],1213.9,금천구청,경부선,22641.0
18166,금천구,박미마을 [18166],701.7,석수,경부선,16589.0
18170,금천구,석수역 [18170],104.0,석수,경부선,16589.0
18187,금천구,독산초등학교 [18187],938.4,독산,경부선,32706.0
18197,구로구,모두의학교.금천문화예술정보학교 [18197],694.4,구로디지털단지,2호선,113519.0
18198,구로구,관악구보훈회관.신림푸르지오 [18198],833.1,신대방,2호선,50182.0
18199,금천구,독산고등학교 [18199],1130.3,신대방,2호선,50182.0
18200,금천구,독산고등학교 [18200],1151.3,신대방,2호선,50182.0
18202,금천구,금천진로진학지원센터독산센터 [18202],1097.7,구로디지털단지,2호선,113519.0
18204,금천구,진도아파트 [18204],505.4,독산,경부선,32706.0
18207,구로구,마리오아울렛 [18207],249.9,가산디지털단지,7호선,117228.0
18208,구로구,국민연금공단구로금천지사앞 [18208],126.6,가산디지털단지,7호선,117228.0
18212,금천구,제일모직아울렛 [18212],705.6,가산디지털단지,7호선,117228.0
18213,금천구,진도아파트 [18213],480.1,독산,경부선,32706.0
18214,금천구,현대지식산업센터 [18214],664.1,독산,경부선,32706.0
18219,금천구,범일운수종점 [18219],1669.4,금천구청,경부선,22641.0
18222,구로구,디지털3단지.영창실업 [18222],373.1,가산디지털단지,경부선,117228.0
18224,구로구,디지털3단지운동장 [18224],416.0,가산디지털단지,경부선,117228.0
18232,금천구,금빛공원앞 [18232],952.1,금천구청,경부선,22641.0
18234,금천구,경동택배 [18234],1064.4,금천구청,경부선,22641.0
18236,금천구,대우당약국 [18236],1230.1,금천구청,경부선,22641.0
18239,금천구,시흥대교 [18239],389.2,금천구청,경부선,22641.0
18240,구로구,가산디지털단지역1호선 [18240],126.5,가산디지털단지,경부선,117228.0
18643,금천구,독산역 [18643],144.8,독산,경부선,32706.0
18671,구로구,산업단지백양사 [18671],368.7,가산디지털단지,7호선,117228.0
18740,금천구,한울중학교 [18740],1403.0,금천구청,경부선,22641.0
18998,금천구,구로세관 [18998],752.5,독산,경부선,32706.0
19018,영등포구,당산역광역환승센터(1번) [19018],169.6,당산,2호선,80987.0
19103,영등포구,영등포공원 [19103],385.7,영등포,경부선,87934.0
19114,영등포구,영등포역 [19114],213.0,영등포,경부선,87934.0
19118,영등포구,김안과병원 [19118],342.4,영등포시장,5호선,24863.0
19120,영등포구,영등포시장 [19120],152.6,영등포시장,5호선,24863.0
19121,영등포구,신화병원 [19121],205.8,영등포시장,5호선,24863.0
19125,영등포구,삼환아파트 [19125],537.6,당산,9호선,80987.0
19126,영등포구,당산푸르지오아파트 [19126],557.7,당산,9호선,80987.0
19127,영등포구,하이서울유스호스텔 [19127],353.2,영등포시장,5호선,24863.0
19129,영등포구,국회의사당 [19129],198.7,국회의사당,9호선,36325.0
19130,영등포구,KBS [19130],382.1,국회의사당,9호선,36325.0
19132,영등포구,국회의사당역.국민은행 [19132],44.8,국회의사당,9호선,36325.0
19133,영등포구,국회의사당역 [19133],28.7,국회의사당,9호선,36325.0
19134,영등포구,영평동한솔아파트 [19134],632.1,신목동,9호선,8908.0
19136,동작구,여의도순복음교회 [19136],681.8,국회의사당,9호선,36325.0
19137,동작구,여의도순복음교회 [19137],596.9,국회의사당,9호선,36325.0
19138,동작구,여의도공원 [19138],517.4,여의나루,5호선,36011.0
19139,동작구,여의나루역 [19139],131.7,여의나루,5호선,36011.0
19140,동작구,여의나루역 [19140],83.8,여의나루,5호선,36011.0
19142,동작구,여의도중학교 [19142],397.7,여의나루,5호선,36011.0
19143,동작구,63빌딩.가톨릭대학교여의도성모병원 [19143],714.8,노량진,9호선,74342.0
19144,동작구,63빌딩.가톨릭대학교여의도성모병원 [19144],686.7,노량진,9호선,74342.0
19145,동작구,시범아파트 [19145],672.0,샛강,신림선,19670.0
19147,동작구,여의동주민센터 [19147],461.1,샛강,신림선,19670.0
19151,동작구,샛강역.앙카라공원 [19151],137.2,샛강,신림선,19670.0
19154,동작구,샛강역4번출구.여의도자이 [19154],214.5,샛강,9호선,19670.0
19155,동작구,여의도역 [19155],134.7,여의도,5호선,117771.0
19157,동작구,한국거래소 [19157],298.0,여의도,5호선,117771.0
19158,동작구,한국거래소 [19158],320.2,여의도,5호선,117771.0
19159,동작구,삼부아파트 [19159],328.4,여의나루,5호선,36011.0
19161,동작구,전경련회관 [19161],454.4,여의도,9호선,117771.0
19163,영등포구,당산동진로아파트 [19163],392.3,문래,2호선,46777.0
19166,영등포구,교보앞 [19166],378.6,영등포구청,5호선,57162.0
19169,영등포구,영등포구청 [19169],38.1,영등포구청,2호선,57162.0
19171,영등포구,당산동삼익아파트 [19171],279.8,영등포구청,2호선,57162.0
19173,영등포구,당산역 [19173],292.4,당산,2호선,80987.0
19174,영등포구,당산역삼성래미안아파트 [19174],66.4,당산,9호선,80987.0
19178,영등포구,당산역 [19178],147.6,당산,9호선,80987.0
19194,영등포구,문래동대림아파트 [19194],461.2,문래,2호선,46777.0
19202,영등포구,양평1동주민센터 [19202],369.8,양평,5호선,23589.0
19203,영등포구,양평신동아아파트 [19203],358.2,양평,5호선,23589.0
19205,영등포구,관악고등학교 [19205],289.1,양평,5호선,23589.0
19207,영등포구,당중초등학교 [19207],445.1,영등포구청,5호선,57162.0
19210,영등포구,한신아파트.선유도역 [19210],45.3,선유도,9호선,17938.0
19214,영등포구,양평한신아파트.선유도공원입구 [19214],408.9,선유도,9호선,17938.0
19215,영등포구,영등포아리수정수센터 [19215],370.3,신목동,9호선,8908.0
19216,영등포구,양평한신아파트.선유도공원입구 [19216],454.6,선유도,9호선,17938.0
19217,영등포구,안양천입구 [19217],354.5,신목동,9호선,8908.0
19218,영등포구,양평동한솔아파트 [19218],642.6,신목동,9호선,8908.0
19220,영등포구,당산초등학교앞 [19220],123.5,선유도,9호선,17938.0
19221,영등포구,선유고등학교 [19221],483.9,선유도,9호선,17938.0
19223,영등포구,선유중학교 [19223],665.5,선유도,9호선,17938.0
19226,동작구,신길새마을금고 [19226],404.3,신길,경부선,27261.0
19228,동작구,대신시장 [19228],565.9,신길,경부선,27261.0
19231,영등포구,영등포농협.신길2동새마을금고 [19231],669.3,영등포,경부선,87934.0
19233,구로구,신길한화꿈에그린아파트 [19233],369.0,신풍,7호선,23960.0
19234,구로구,성락교회 [19234],817.3,신풍,7호선,23960.0
19238,영등포구,우신초등학교 [19238],713.5,영등포,경부선,87934.0
19241,구로구,신풍역.백악관웨딩문화원앞 [19241],149.9,신풍,7호선,23960.0
19247,구로구,태양의집.KT대방지사 [19247],560.3,신풍,7호선,23960.0
19255,동작구,공군회관 [19255],407.4,대방,신림선,28716.0
19258,구로구,태양의집 [19258],459.3,신풍,7호선,23960.0
19261,구로구,흰돌교회 [19261],551.8,대림(구로구청),7호선,70159.0
19269,구로구,대림동우성아파트 [19269],548.3,대림(구로구청),7호선,70159.0
19273,구로구,YDP미래평생학습관 [19273],673.6,신도림,경부선,108489.0
19279,영등포구,신길역 [19279],103.4,신길,5호선,27261.0
19280,영등포구,국회의사당 [19280],302.4,국회의사당,9호선,36325.0
19281,동작구,산업은행본점 [19281],263.3,국회의사당,9호선,36325.0
19282,동작구,현대백화점 [19282],476.3,여의나루,5호선,36011.0
19283,동작구,✈️ 유진투자증권.파이낸셜뉴스신문 [19283],478.5,여의도,5호선,117771.0
19284,동작구,LG트윈타워 [19284],502.6,여의나루,5호선,36011.0
19290,동작구,여의도지하차도입구 [19290],189.2,여의도,9호선,117771.0
19301,동작구,신길보라매SK뷰아파트 [19301],375.2,서울지방병무청,신림선,6913.0
19304,구로구,래미안에스티움 [19304],251.2,신풍,7호선,23960.0
19305,영등포구,문래자이아파트 [19305],145.4,문래,2호선,46777.0
19307,동작구,대방역 [19307],38.1,대방,신림선,28716.0
19312,구로구,대림코오롱아파트 [19312],347.3,신도림,경부선,108489.0
19318,영등포구,문래역 [19318],150.6,문래,2호선,46777.0
19321,구로구,신동아아파트 [19321],534.5,대림(구로구청),2호선,70159.0
19357,구로구,대림동코오롱아파트 [19357],325.3,신도림,경부선,108489.0
19365,영등포구,우신사거리 [19365],552.1,영등포,경부선,87934.0
19402,구로구,현대2차아파트후문 [19402],689.4,신도림,경부선,108489.0
19427,영등포구,두산위브진주아파트 [19427],325.5,도림천,2호선,3097.0
19458,구로구,대림3동주민센터 [19458],580.1,대림(구로구청),7호선,70159.0
19619,영등포구,문래힐스테이트 [19619],486.9,문래,2호선,46777.0
19827,구로구,대영고등학교.신길센트럴아이파크 [19827],690.8,신풍,7호선,23960.0
19996,영등포구,당산역 [19996],255.5,당산,2호선,80987.0
20106,동작구,서울지방병무청앞 [20106],110.2,서울지방병무청,신림선,6913.0
20107,동작구,공군회관 [20107],379.0,대방,신림선,28716.0
20117,동작구,사육신공원 [20117],328.5,노량진,경부선,74342.0
20119,동작구,사육신공원 [20119],465.3,노들,9호선,9350.0
20121,동작구,노들역 [20121],191.7,노들,9호선,9350.0
20123,동작구,흑석동효사정앞 [20123],403.8,흑석(중앙대입구),9호선,21270.0
20127,동작구,흑석역.명수대현대아파트 [20127],211.7,흑석(중앙대입구),9호선,21270.0
20129,동작구,비계 [20129],430.1,흑석(중앙대입구),9호선,21270.0
20130,동작구,비계 [20130],501.7,흑석(중앙대입구),9호선,21270.0
20132,동작구,흑석동한강현대아파트 [20132],623.6,동작(현충원),9호선,9398.0
20133,관악구,동작역.국립현충원 [20133],118.2,동작(현충원),9호선,9398.0
20142,관악구,예술인마을 [20142],769.6,사당,2호선,144596.0
20143,동작구,서울공업고등학교 [20143],169.0,보라매,7호선,23209.0
20149,동작구,상도초등학교입구 [20149],271.3,장승배기,7호선,19575.0
20156,동작구,상도터널노량진동 [20156],120.8,노들,9호선,9350.0
20157,동작구,상도터널노량진동 [20157],106.0,노들,9호선,9350.0
20158,동작구,상도터널상도동 [20158],240.5,상도,7호선,26206.0
20160,동작구,상도시장 [20160],147.5,상도,7호선,26206.0
20162,동작구,상도동중앙하이츠빌.상도전통시장 [20162],385.9,숭실대입구(살피재),7호선,32191.0
20163,동작구,상도동중앙하이츠빌.상도전통시장 [20163],345.2,숭실대입구(살피재),7호선,32191.0
20164,관악구,숭실대입구역 [20164],133.8,숭실대입구(살피재),7호선,32191.0
20166,관악구,숭실대입구역 [20166],48.4,숭실대입구(살피재),7호선,32191.0
20167,관악구,봉현초등학교 [20167],525.2,숭실대입구(살피재),7호선,32191.0
20168,관악구,봉천고개.관악현대아파트 [20168],534.3,숭실대입구(살피재),7호선,32191.0
20170,관악구,숭실대정문앞 [20170],315.2,숭실대입구(살피재),7호선,32191.0
20174,관악구,총신대 [20174],640.6,남성,7호선,22797.0
20176,관악구,사당중학교 [20176],327.0,남성,7호선,22797.0
20178,관악구,남성역 [20178],57.8,남성,7호선,22797.0
20180,관악구,사당시장 [20180],178.6,남성,7호선,22797.0
20188,동작구,보라매병원입구 [20188],381.8,보라매병원,신림선,15982.0
20202,동작구,중앙대후문 [20202],550.4,상도,7호선,26206.0
20207,구로구,신대방역 [20207],109.9,신대방,2호선,50182.0
20217,동작구,서울특별시.보라매병원 [20217],89.7,보라매병원,신림선,15982.0
20241,동작구,상도SH빌아파트상도팰리스후문 [20241],535.3,상도,7호선,26206.0
20242,동작구,상도SH빌아파트상도팰리스후문 [20242],564.3,상도,7호선,26206.0
20248,동작구,대방역1번출구앞 [20248],100.1,대방,경부선,28716.0
20252,관악구,사당동대아신협앞 [20252],464.7,남성,7호선,22797.0
20254,관악구,사당롯데캐슬골든포레.사당해그린 [20254],907.8,숭실대입구(살피재),7호선,32191.0
20500,관악구,사당역10번출구 [20500],191.6,사당,4호선,144596.0
20511,관악구,이수역 [20511],89.0,이수,7호선,34893.0
20552,관악구,"이수시너스,이수역7번출구 [20552]",144.0,이수,7호선,34893.0
20578,관악구,이수역 [20578],161.5,이수,7호선,34893.0
20588,동작구,중대후문입구 [20588],257.9,상도,7호선,26206.0
20697,관악구,경문고등학교 [20697],435.0,총신대입구(이수),4호선,41992.0
20701,관악구,정금마을 [20701],883.3,구반포,9호선,4409.0
20705,관악구,총신대역 [20705],120.0,총신대입구(이수),4호선,41992.0
20746,관악구,이수역 [20746],35.3,총신대입구(이수),4호선,41992.0
20834,동작구,대방역2번출구앞 [20834],123.3,대방,경부선,28716.0
20837,동작구,노량진역앞 [20837],44.8,노량진,9호선,74342.0
20844,동작구,노량진역5번출구 [20844],99.2,노량진,9호선,74342.0
20890,동작구,상도역 [20890],123.1,상도,7호선,26206.0
20901,동작구,중앙대병원 [20901],246.6,흑석(중앙대입구),9호선,21270.0
20904,동작구,중앙대병원후문.흑석시장 [20904],333.7,흑석(중앙대입구),9호선,21270.0
20909,동작구,신대방역삼거리.성대시장 [20909],165.9,신대방삼거리,7호선,30426.0
20911,구로구,신대방1동경남아파트 [20911],563.7,신대방,2호선,50182.0
20928,구로구,교수아파트 [20928],419.0,보라매공원,신림선,5245.0
20932,동작구,동작경희병원 [20932],356.8,장승배기,7호선,19575.0
20985,동작구,상도역 1번출구 [20985],28.2,상도,7호선,26206.0
